run_folder,case_label,problem_index,ground_truth,predicted,correct,status
first run,noisy_text[numeric] + full_diagram,58,55°,55_deg,1,OK
first run,noisy_text[numeric] + full_diagram,59,50°,80_deg,0,OK
first run,noisy_text[numeric] + full_diagram,60,45°,135_deg,0,OK
first run,noisy_text[numeric] + full_diagram,64,40cm,160.0,0,OK
first run,noisy_text[numeric] + full_diagram,72,8cm,8,1,OK
first run,noisy_text[numeric] + full_diagram,73,140°,60,0,OK
first run,noisy_text[numeric] + full_diagram,78,125°,70_deg,0,OK
first run,noisy_text[numeric] + full_diagram,79,16cm,32,0,OK
first run,noisy_text[numeric] + full_diagram,81,25°,40_deg,0,OK
first run,noisy_text[numeric] + full_diagram,84,√{3},equal to OA,0,OK
first run,noisy_text[numeric] + full_diagram,86,2√{3},7_units,0,OK
first run,noisy_text[numeric] + full_diagram,88,128°,20,0,OK
first run,noisy_text[numeric] + full_diagram,95,30°,60,0,OK
first run,noisy_text[numeric] + full_diagram,99,64°,64,1,OK
first run,noisy_text[numeric] + full_diagram,108,8m,8,1,OK
first run,noisy_text[numeric] + full_diagram,109,40°,0,0,OK
first run,noisy_text[numeric] + full_diagram,112,2.4,1.8,0,OK
first run,noisy_text[numeric] + full_diagram,114,\frac{1}{2}cm^{2},π/4,0,OK
first run,noisy_text[numeric] + full_diagram,115,4πcm,15_units,0,OK
first run,noisy_text[numeric] + full_diagram,117,2√{2}cm,3,0,OK
first run,noisy_text[numeric] + full_diagram,119,240cm^{2},24,0,OK
first run,noisy_text[numeric] + full_diagram,120,9πcm^{2},16π,0,OK
first run,noisy_text[numeric] + full_diagram,123,15π,15.71,0,OK
first run,noisy_text[numeric] + full_diagram,128,4cm,12,0,OK
first run,noisy_text[numeric] + full_diagram,132,10.2m,12.0,0,OK
first run,noisy_text[numeric] + full_diagram,133,120m,80.0_m,0,OK
first run,noisy_text[numeric] + full_diagram,149,\frac{20}{3},4.0,0,OK
first run,noisy_text[numeric] + full_diagram,150,\frac{40}{7}m,BC cannot be determined directly,0,OK
first run,noisy_text[numeric] + full_diagram,151,5.1,5,1,OK
first run,noisy_text[numeric] + full_diagram,152,4m,1.9,0,OK
first run,noisy_text[numeric] + full_diagram,153,1.5m,1.8,0,OK
first run,noisy_text[numeric] + full_diagram,157,\frac{3}{5},3/5,1,OK
first run,noisy_text[numeric] + full_diagram,165,\frac{√{3}}{2},0.5,0,OK
first run,noisy_text[numeric] + full_diagram,198,60,60,1,OK
first run,noisy_text[numeric] + full_diagram,207,157.1,0,0,OK
first run,noisy_text[numeric] + full_diagram,210,15,equal to BD,0,OK
first run,noisy_text[numeric] + full_diagram,211,38,83,0,OK
first run,noisy_text[numeric] + full_diagram,223,\sqrt{7},4,0,OK
first run,noisy_text[numeric] + full_diagram,239,8,11,0,OK
first run,noisy_text[numeric] + full_diagram,243,1591,no answer,0,OK
first run,noisy_text[numeric] + full_diagram,257,15,5,0,OK
first run,noisy_text[numeric] + full_diagram,264,60,30,0,OK
first run,noisy_text[numeric] + full_diagram,281,0.38,0.96,0,OK
first run,noisy_text[numeric] + full_diagram,327,11.8,11.9,1,OK
first run,noisy_text[numeric] + full_diagram,348,285,198,0,OK
first run,noisy_text[numeric] + full_diagram,364,74.85,65.90,0,OK
first run,noisy_text[numeric] + full_diagram,365,23.9,0.0,0,OK
first run,noisy_text[numeric] + full_diagram,420,8,10,0,OK
first run,noisy_text[numeric] + full_diagram,432,8.246,Cannot be determined,0,OK
first run,noisy_text[numeric] + full_diagram,438,\frac{(x+3)^2}{25}-\frac{(y+3)^2}{25}=1,\frac{(x+3)^2}{50} - \frac{(y+3)^2}{b^2} = 1,0,OK_AFTER_JSON_REPAIR
first run,noisy_text[numeric] + full_diagram,441,$\frac{4}{5}$,4/5,1,OK
first run,noisy_text[numeric] + full_diagram,447,$\frac{20}{29}$,20/29,1,OK
first run,noisy_text[numeric] + full_diagram,449,$\frac{1}{x}$,1,0,OK
first run,noisy_text[numeric] + full_diagram,457,$(x-1)^{2}+(y-3)^{2}=36$,(x-h)^2 + (y-k)^2 = r^2,0,OK
first run,noisy_text[numeric] + full_diagram,472,"(0,0)",O,0,OK
first run,noisy_text[punctuation] + full_diagram,1,140°,60_deg,0,OK
first run,noisy_text[punctuation] + full_diagram,2,65°,25_deg,0,OK
first run,noisy_text[punctuation] + full_diagram,3,55°,70_deg,0,OK
first run,noisy_text[punctuation] + full_diagram,4,27°,90,0,OK
first run,noisy_text[punctuation] + full_diagram,7,45°,35,0,OK
first run,noisy_text[punctuation] + full_diagram,8,3cm,2_units,0,OK
first run,noisy_text[punctuation] + full_diagram,9,6cm,18_units,0,OK
first run,noisy_text[punctuation] + full_diagram,10,72°,30,0,OK_AFTER_JSON_REPAIR
first run,noisy_text[punctuation] + full_diagram,11,84°,84_deg,1,OK
first run,noisy_text[punctuation] + full_diagram,14,55°,35,0,OK
first run,noisy_text[punctuation] + full_diagram,16,25°,Cannot determine,0,OK
first run,noisy_text[punctuation] + full_diagram,17,65°,65_deg,1,OK
first run,noisy_text[punctuation] + full_diagram,20,20°,40_deg,0,OK
first run,noisy_text[punctuation] + full_diagram,22,62°,28_deg,0,OK
first run,noisy_text[punctuation] + full_diagram,25,65°,50_deg,0,OK
first run,noisy_text[punctuation] + full_diagram,26,12,3.2,0,OK
first run,noisy_text[punctuation] + full_diagram,29,115°,130_deg,0,OK
first run,noisy_text[punctuation] + full_diagram,30,60°,30_deg,0,OK
first run,noisy_text[punctuation] + full_diagram,32,76°,90_deg,0,OK
first run,noisy_text[punctuation] + full_diagram,34,80°,100_deg,0,OK
first run,noisy_text[punctuation] + full_diagram,36,20°,40_deg,0,OK
first run,noisy_text[punctuation] + full_diagram,37,25°,50_deg,0,OK
first run,noisy_text[punctuation] + full_diagram,38,40°,20_deg,0,OK
first run,noisy_text[punctuation] + full_diagram,40,50°,50_deg,1,OK
first run,noisy_text[punctuation] + full_diagram,43,40°,50,0,OK
first run,noisy_text[punctuation] + full_diagram,44,9m,1.5,0,OK
first run,noisy_text[punctuation] + full_diagram,45,70°,35_deg,0,OK
first run,noisy_text[punctuation] + full_diagram,46,110°,110_deg,1,OK
first run,noisy_text[punctuation] + full_diagram,48,130°,50,0,OK
first run,noisy_text[punctuation] + full_diagram,49,100°,45_deg,0,OK
first run,noisy_text[punctuation] + full_diagram,50,140°,50_deg,0,OK
first run,noisy_text[punctuation] + full_diagram,53,55°,55_deg,1,OK
first run,noisy_text[punctuation] + full_diagram,55,55°,70,0,OK
first run,noisy_text[punctuation] + full_diagram,56,40°,90_deg,0,OK
first run,noisy_text[punctuation] + full_diagram,57,20°,20_deg,1,OK
first run,noisy_text[punctuation] + full_diagram,58,55°,55_deg,1,OK
first run,noisy_text[punctuation] + full_diagram,59,50°,80_deg,0,OK
first run,noisy_text[punctuation] + full_diagram,60,45°,135_deg,0,OK
first run,noisy_text[punctuation] + full_diagram,64,40cm,160.0,0,OK
first run,noisy_text[punctuation] + full_diagram,72,8cm,16,0,OK
first run,noisy_text[punctuation] + full_diagram,73,140°,70,0,OK
first run,noisy_text[punctuation] + full_diagram,78,125°,35_deg,0,OK
first run,noisy_text[punctuation] + full_diagram,79,16cm,not enough information,0,OK
first run,noisy_text[punctuation] + full_diagram,81,25°,40_deg,0,OK
first run,noisy_text[punctuation] + full_diagram,84,√{3},equal to AB and AC,0,OK
first run,noisy_text[punctuation] + full_diagram,86,2√{3},2,0,OK
first run,noisy_text[punctuation] + full_diagram,88,128°,20_deg,0,OK
first run,noisy_text[punctuation] + full_diagram,95,30°,60,0,OK
first run,noisy_text[punctuation] + full_diagram,99,64°,90,0,OK
first run,noisy_text[punctuation] + full_diagram,108,8m,OC,0,OK
first run,noisy_text[punctuation] + full_diagram,109,40°,40_deg,1,OK
first run,noisy_text[punctuation] + full_diagram,112,2.4,0.7,0,OK
first run,noisy_text[punctuation] + full_diagram,114,\frac{1}{2}cm^{2},π/4,0,OK
first run,noisy_text[punctuation] + full_diagram,115,4πcm,18,0,OK
first run,noisy_text[punctuation] + full_diagram,117,2√{2}cm,not answerable,0,OK
first run,noisy_text[punctuation] + full_diagram,119,240cm^{2},1800,0,OK
first run,noisy_text[punctuation] + full_diagram,120,9πcm^{2},16π,0,OK
first run,noisy_text[punctuation] + full_diagram,123,15π,12.0 * π,0,OK
first run,noisy_text[punctuation] + full_diagram,128,4cm,6_units,0,OK
first run,noisy_text[punctuation] + full_diagram,132,10.2m,12.0,0,OK
first run,noisy_text[punctuation] + full_diagram,133,120m,80.0_m,0,OK
first run,noisy_text[punctuation] + full_diagram,149,\frac{20}{3},4.0,0,OK
first run,noisy_text[punctuation] + full_diagram,150,\frac{40}{7}m,BC,0,OK
first run,noisy_text[punctuation] + full_diagram,151,5.1,20_units,0,OK
first run,noisy_text[punctuation] + full_diagram,152,4m,1.9,0,OK
first run,noisy_text[punctuation] + full_diagram,153,1.5m,1.8,0,OK
first run,noisy_text[punctuation] + full_diagram,157,\frac{3}{5},0.6,1,OK_AFTER_JSON_REPAIR
first run,noisy_text[punctuation] + full_diagram,165,\frac{√{3}}{2},0,0,OK
first run,noisy_text[punctuation] + full_diagram,198,60,60,1,OK
first run,noisy_text[punctuation] + full_diagram,207,157.1,14.3,0,OK
first run,noisy_text[punctuation] + full_diagram,210,15,Unknown,0,OK
first run,noisy_text[punctuation] + full_diagram,211,38,83,0,OK
first run,noisy_text[punctuation] + full_diagram,223,\sqrt{7},7,0,OK
first run,noisy_text[punctuation] + full_diagram,239,8,11,0,OK
first run,noisy_text[punctuation] + full_diagram,243,1591,3482,0,OK
first run,noisy_text[punctuation] + full_diagram,257,15,13,0,OK
first run,noisy_text[punctuation] + full_diagram,264,60,90,0,OK
first run,noisy_text[punctuation] + full_diagram,281,0.38,0.43,1,OK
first run,noisy_text[punctuation] + full_diagram,327,11.8,5.4,0,OK
first run,noisy_text[punctuation] + full_diagram,348,285,198,0,OK
first run,noisy_text[punctuation] + full_diagram,364,74.85,65.90,0,OK
first run,noisy_text[punctuation] + full_diagram,365,23.9,0.0,0,OK
first run,noisy_text[punctuation] + full_diagram,420,8,6,0,OK
first run,noisy_text[punctuation] + full_diagram,432,8.246,5,0,OK
first run,noisy_text[punctuation] + full_diagram,438,\frac{(x+3)^2}{25}-\frac{(y+3)^2}{25}=1,(x+3)^2/25 - (y+3)^2/50 = 1,0,OK
first run,noisy_text[punctuation] + full_diagram,441,$\frac{4}{5}$,4/5,1,OK
first run,noisy_text[punctuation] + full_diagram,447,$\frac{20}{29}$,20/29,1,OK
first run,noisy_text[punctuation] + full_diagram,449,$\frac{1}{x}$,1,0,OK
first run,noisy_text[punctuation] + full_diagram,457,$(x-1)^{2}+(y-3)^{2}=36$,(x-0)^2 + (y-0)^2 = 3^2,0,OK
first run,noisy_text[punctuation] + full_diagram,472,"(0,0)",C,0,OK
first run,noisy_text[sentence] + full_diagram,1,140°,80_deg,0,OK
first run,noisy_text[sentence] + full_diagram,2,65°,50,0,OK
first run,noisy_text[sentence] + full_diagram,3,55°,35_deg,0,OK
first run,noisy_text[sentence] + full_diagram,4,27°,90_deg,0,OK
first run,noisy_text[sentence] + full_diagram,7,45°,35,0,OK
first run,noisy_text[sentence] + full_diagram,8,3cm,5_units,0,OK
first run,noisy_text[sentence] + full_diagram,9,6cm,18.0,0,OK
first run,noisy_text[sentence] + full_diagram,10,72°,30,0,OK
first run,noisy_text[sentence] + full_diagram,11,84°,36_deg,0,OK
first run,noisy_text[sentence] + full_diagram,14,55°,17.5_deg,0,OK
first run,noisy_text[sentence] + full_diagram,16,25°,25,1,OK
first run,noisy_text[sentence] + full_diagram,17,65°,not determinable,0,OK
first run,noisy_text[sentence] + full_diagram,20,20°,20_deg,1,OK
first run,noisy_text[sentence] + full_diagram,22,62°,28_deg,0,OK
first run,noisy_text[sentence] + full_diagram,25,65°,50_deg,0,OK
first run,noisy_text[sentence] + full_diagram,26,12,22_units,0,OK
first run,noisy_text[sentence] + full_diagram,29,115°,50_deg,0,OK
first run,noisy_text[sentence] + full_diagram,30,60°,30_deg,0,OK
first run,noisy_text[sentence] + full_diagram,32,76°,52,0,OK
first run,noisy_text[sentence] + full_diagram,34,80°,100_deg,0,OK
first run,noisy_text[sentence] + full_diagram,36,20°,40_deg,0,OK
first run,noisy_text[sentence] + full_diagram,37,25°,50_deg,0,OK
first run,noisy_text[sentence] + full_diagram,38,40°,70_deg,0,OK
first run,noisy_text[sentence] + full_diagram,40,50°,50_deg,1,OK
first run,noisy_text[sentence] + full_diagram,43,40°,50,0,OK
first run,noisy_text[sentence] + full_diagram,44,9m,1.5,0,OK
first run,noisy_text[sentence] + full_diagram,45,70°,35,0,OK
first run,noisy_text[sentence] + full_diagram,46,110°,110_deg,1,OK
first run,noisy_text[sentence] + full_diagram,48,130°,50_deg,0,OK
first run,noisy_text[sentence] + full_diagram,49,100°,145_deg,0,OK
first run,noisy_text[sentence] + full_diagram,50,140°,50_deg,0,OK
first run,noisy_text[sentence] + full_diagram,53,55°,55_deg,1,OK
first run,noisy_text[sentence] + full_diagram,55,55°,35,0,OK
first run,noisy_text[sentence] + full_diagram,56,40°,20_deg,0,OK
first run,noisy_text[sentence] + full_diagram,57,20°,20,1,OK
first run,noisy_text[sentence] + full_diagram,58,55°,55_deg,1,OK
first run,noisy_text[sentence] + full_diagram,59,50°,80_deg,0,OK
first run,noisy_text[sentence] + full_diagram,60,45°,135_deg,0,OK
first run,noisy_text[sentence] + full_diagram,64,40cm,0,0,OK
first run,noisy_text[sentence] + full_diagram,72,8cm,8,1,OK
first run,noisy_text[sentence] + full_diagram,73,140°,140_deg,1,OK
first run,noisy_text[sentence] + full_diagram,78,125°,70_deg,0,OK
first run,noisy_text[sentence] + full_diagram,79,16cm,18,0,OK
first run,noisy_text[sentence] + full_diagram,81,25°,40,0,OK
first run,noisy_text[sentence] + full_diagram,84,√{3},0,0,OK
first run,noisy_text[sentence] + full_diagram,86,2√{3},2,0,OK
first run,noisy_text[sentence] + full_diagram,88,128°,42_deg,0,OK
first run,noisy_text[sentence] + full_diagram,95,30°,90,0,OK
first run,noisy_text[sentence] + full_diagram,99,64°,90_deg,0,OK
first run,noisy_text[sentence] + full_diagram,108,8m,8.0,1,OK
first run,noisy_text[sentence] + full_diagram,109,40°,40,1,OK
first run,noisy_text[sentence] + full_diagram,112,2.4,2.5,0,OK
first run,noisy_text[sentence] + full_diagram,114,\frac{1}{2}cm^{2},π/4,0,OK
first run,noisy_text[sentence] + full_diagram,115,4πcm,18_units,0,OK
first run,noisy_text[sentence] + full_diagram,117,2√{2}cm,3_units,0,OK
first run,noisy_text[sentence] + full_diagram,119,240cm^{2},10,0,OK
first run,noisy_text[sentence] + full_diagram,120,9πcm^{2},16π,0,OK
first run,noisy_text[sentence] + full_diagram,123,15π,12.0 * π,0,OK
first run,noisy_text[sentence] + full_diagram,128,4cm,12_units,0,OK
first run,noisy_text[sentence] + full_diagram,132,10.2m,12.0,0,OK
first run,noisy_text[sentence] + full_diagram,133,120m,120.0,1,OK
first run,noisy_text[sentence] + full_diagram,149,\frac{20}{3},Unknown,0,OK
first run,noisy_text[sentence] + full_diagram,150,\frac{40}{7}m,7/3,0,OK
first run,noisy_text[sentence] + full_diagram,151,5.1,5.0_units,0,OK
first run,noisy_text[sentence] + full_diagram,152,4m,1.4,0,OK
first run,noisy_text[sentence] + full_diagram,153,1.5m,1.0,0,OK
first run,noisy_text[sentence] + full_diagram,157,\frac{3}{5},3/5,1,OK
first run,noisy_text[sentence] + full_diagram,165,\frac{√{3}}{2},sin(B) = 1/√5,0,OK_AFTER_JSON_REPAIR
first run,noisy_text[sentence] + full_diagram,198,60,"equilateral triangle with side 10, area = 43.3",0,OK
first run,noisy_text[sentence] + full_diagram,207,157.1,39.3,0,OK_AFTER_JSON_REPAIR
first run,noisy_text[sentence] + full_diagram,210,15,5,0,OK
first run,noisy_text[sentence] + full_diagram,211,38,83,0,OK
first run,noisy_text[sentence] + full_diagram,223,\sqrt{7},3√2,0,OK
first run,noisy_text[sentence] + full_diagram,239,8,unknown,0,OK
first run,noisy_text[sentence] + full_diagram,243,1591,3482,0,OK
first run,noisy_text[sentence] + full_diagram,257,15,12,0,OK
first run,noisy_text[sentence] + full_diagram,264,60,10,0,OK
first run,noisy_text[sentence] + full_diagram,281,0.38,0.44,1,OK
first run,noisy_text[sentence] + full_diagram,327,11.8,10.7,0,OK
first run,noisy_text[sentence] + full_diagram,348,285,198,0,OK
first run,noisy_text[sentence] + full_diagram,364,74.85,65.90,0,OK
first run,noisy_text[sentence] + full_diagram,365,23.9,30.0,0,OK
first run,noisy_text[sentence] + full_diagram,420,8,8_units,1,OK
first run,noisy_text[sentence] + full_diagram,432,8.246,cannot be determined,0,OK
first run,noisy_text[sentence] + full_diagram,438,\frac{(x+3)^2}{25}-\frac{(y+3)^2}{25}=1,(y+3)^2/25 - (x-2)^2/50 = 1,0,OK
first run,noisy_text[sentence] + full_diagram,441,$\frac{4}{5}$,1/2,0,OK
first run,noisy_text[sentence] + full_diagram,447,$\frac{20}{29}$,20/29,1,OK
first run,noisy_text[sentence] + full_diagram,449,$\frac{1}{x}$,1,0,OK
first run,noisy_text[sentence] + full_diagram,457,$(x-1)^{2}+(y-3)^{2}=36$,(x-h)^2 + (y-k)^2 = r^2,0,OK
first run,noisy_text[sentence] + full_diagram,472,"(0,0)",O,0,OK
first run,noisy_text[typo] + full_diagram,1,140°,80,0,OK
first run,noisy_text[typo] + full_diagram,2,65°,50_deg,0,OK
first run,noisy_text[typo] + full_diagram,3,55°,70,0,OK
first run,noisy_text[typo] + full_diagram,4,27°,90,0,OK
first run,noisy_text[typo] + full_diagram,7,45°,35,0,OK
first run,noisy_text[typo] + full_diagram,8,3cm,Unknown,0,OK
first run,noisy_text[typo] + full_diagram,9,6cm,18_units,0,OK
first run,noisy_text[typo] + full_diagram,10,72°,36_deg,0,OK
first run,noisy_text[typo] + full_diagram,11,84°,90,0,OK
first run,noisy_text[typo] + full_diagram,14,55°,35,0,OK
first run,noisy_text[typo] + full_diagram,16,25°,25_deg,1,OK
first run,noisy_text[typo] + full_diagram,17,65°,65_deg,1,OK
first run,noisy_text[typo] + full_diagram,20,20°,20_deg,1,OK
first run,noisy_text[typo] + full_diagram,22,62°,28,0,OK
first run,noisy_text[typo] + full_diagram,25,65°,50_deg,0,OK
first run,noisy_text[typo] + full_diagram,26,12,22,0,OK
first run,noisy_text[typo] + full_diagram,29,115°,50_deg,0,OK
first run,noisy_text[typo] + full_diagram,30,60°,30_deg,0,OK
first run,noisy_text[typo] + full_diagram,32,76°,52,0,OK
first run,noisy_text[typo] + full_diagram,34,80°,100_deg,0,OK
first run,noisy_text[typo] + full_diagram,36,20°,40_deg,0,OK
first run,noisy_text[typo] + full_diagram,37,25°,25_deg,1,OK
first run,noisy_text[typo] + full_diagram,38,40°,20_deg,0,OK
first run,noisy_text[typo] + full_diagram,40,50°,50_deg,1,OK
first run,noisy_text[typo] + full_diagram,43,40°,130_deg,0,OK
first run,noisy_text[typo] + full_diagram,44,9m,25,0,OK
first run,noisy_text[typo] + full_diagram,45,70°,35,0,OK
first run,noisy_text[typo] + full_diagram,46,110°,70_deg,0,OK
first run,noisy_text[typo] + full_diagram,48,130°,50,0,OK
first run,noisy_text[typo] + full_diagram,49,100°,30_deg,0,OK
first run,noisy_text[typo] + full_diagram,50,140°,50_deg,0,OK
first run,noisy_text[typo] + full_diagram,53,55°,CD,0,OK
first run,noisy_text[typo] + full_diagram,55,55°,70,0,OK
first run,noisy_text[typo] + full_diagram,56,40°,160_deg,0,OK
first run,noisy_text[typo] + full_diagram,57,20°,20_deg,1,OK
first run,noisy_text[typo] + full_diagram,58,55°,55_deg,1,OK
first run,noisy_text[typo] + full_diagram,59,50°,80_deg,0,OK
first run,noisy_text[typo] + full_diagram,60,45°,135_deg,0,OK
first run,noisy_text[typo] + full_diagram,64,40cm,160,0,OK
first run,noisy_text[typo] + full_diagram,72,8cm,12,0,OK
first run,noisy_text[typo] + full_diagram,73,140°,70,0,OK
first run,noisy_text[typo] + full_diagram,78,125°,70_deg,0,OK
first run,noisy_text[typo] + full_diagram,79,16cm,32,0,OK
first run,noisy_text[typo] + full_diagram,81,25°,40_deg,0,OK
first run,noisy_text[typo] + full_diagram,84,√{3},equal to AB and CA,0,OK
first run,noisy_text[typo] + full_diagram,86,2√{3},AB,0,OK
first run,noisy_text[typo] + full_diagram,88,128°,20_deg,0,OK
first run,noisy_text[typo] + full_diagram,95,30°,90,0,OK
first run,noisy_text[typo] + full_diagram,99,64°,90_deg,0,OK
first run,noisy_text[typo] + full_diagram,108,8m,5_units,0,OK
first run,noisy_text[typo] + full_diagram,109,40°,40,1,OK
first run,noisy_text[typo] + full_diagram,112,2.4,0.7,0,OK
first run,noisy_text[typo] + full_diagram,114,\frac{1}{2}cm^{2},0.25,0,OK
first run,noisy_text[typo] + full_diagram,115,4πcm,18,0,OK
first run,noisy_text[typo] + full_diagram,117,2√{2}cm,unknown,0,OK
first run,noisy_text[typo] + full_diagram,119,240cm^{2},240,1,OK
first run,noisy_text[typo] + full_diagram,120,9πcm^{2},4,0,OK
first run,noisy_text[typo] + full_diagram,123,15π,15.71,0,OK
first run,noisy_text[typo] + full_diagram,128,4cm,12.0,0,OK
first run,noisy_text[typo] + full_diagram,132,10.2m,12.0,0,OK_AFTER_JSON_REPAIR
first run,noisy_text[typo] + full_diagram,133,120m,60.0_m,0,OK
first run,noisy_text[typo] + full_diagram,149,\frac{20}{3},Unknown,0,OK
first run,noisy_text[typo] + full_diagram,150,\frac{40}{7}m,3,0,OK
first run,noisy_text[typo] + full_diagram,151,5.1,20_units,0,OK
first run,noisy_text[typo] + full_diagram,152,4m,1.6,0,OK
first run,noisy_text[typo] + full_diagram,153,1.5m,2.0,0,OK
first run,noisy_text[typo] + full_diagram,157,\frac{3}{5},0.8,0,OK
first run,noisy_text[typo] + full_diagram,165,\frac{√{3}}{2},0.5,0,OK
first run,noisy_text[typo] + full_diagram,198,60,60,1,OK
first run,noisy_text[typo] + full_diagram,207,157.1,314.2,0,OK
first run,noisy_text[typo] + full_diagram,210,15,16,0,OK
first run,noisy_text[typo] + full_diagram,211,38,83,0,OK
first run,noisy_text[typo] + full_diagram,223,\sqrt{7},4,0,OK
first run,noisy_text[typo] + full_diagram,239,8,7,0,OK
first run,noisy_text[typo] + full_diagram,243,1591,1741,0,OK
first run,noisy_text[typo] + full_diagram,257,15,Unknown,0,OK
first run,noisy_text[typo] + full_diagram,264,60,20_deg,0,OK
first run,noisy_text[typo] + full_diagram,281,0.38,0.92,0,OK
first run,noisy_text[typo] + full_diagram,327,11.8,335.0,0,OK
first run,noisy_text[typo] + full_diagram,348,285,198,0,OK
first run,noisy_text[typo] + full_diagram,364,74.85,30.40,0,OK
first run,noisy_text[typo] + full_diagram,365,23.9,10369.0,0,OK
first run,noisy_text[typo] + full_diagram,420,8,6_cm,0,OK
first run,noisy_text[typo] + full_diagram,432,8.246,10,0,OK
first run,noisy_text[typo] + full_diagram,438,\frac{(x+3)^2}{25}-\frac{(y+3)^2}{25}=1,(y + 3)^2/25 - (x + 3)^2/50 = 1,0,OK
first run,noisy_text[typo] + full_diagram,441,$\frac{4}{5}$,0.5,0,OK
first run,noisy_text[typo] + full_diagram,447,$\frac{20}{29}$,20/29,1,OK
first run,noisy_text[typo] + full_diagram,449,$\frac{1}{x}$,1,0,OK
first run,noisy_text[typo] + full_diagram,457,$(x-1)^{2}+(y-3)^{2}=36$,(x-h)^2 + (y-k)^2 = r^2,0,OK
first run,noisy_text[typo] + full_diagram,472,"(0,0)",B,0,OK
second run,full_text + full_diagram,1,140°,80_deg,0,OK
second run,full_text + full_diagram,2,65°,50_deg,0,OK
second run,full_text + full_diagram,3,55°,70_deg,0,OK
second run,full_text + full_diagram,4,27°,36_deg,0,OK
second run,full_text + full_diagram,7,45°,35,0,OK
second run,full_text + full_diagram,8,3cm,Unknown,0,OK
second run,full_text + full_diagram,9,6cm,18.0,0,OK
second run,full_text + full_diagram,10,72°,90_deg,0,OK
second run,full_text + full_diagram,11,84°,36_deg,0,OK
second run,full_text + full_diagram,14,55°,35_deg,0,OK
second run,full_text + full_diagram,16,25°,Cannot be determined,0,OK
second run,full_text + full_diagram,17,65°,101_deg,0,OK
second run,full_text + full_diagram,20,20°,70_deg,0,OK
second run,full_text + full_diagram,22,62°,28_deg,0,OK
second run,full_text + full_diagram,25,65°,50_deg,0,OK
second run,full_text + full_diagram,26,12,8.0,0,OK
second run,full_text + full_diagram,29,115°,50_deg,0,OK
second run,full_text + full_diagram,30,60°,60_deg,1,OK
second run,full_text + full_diagram,32,76°,52,0,OK
second run,full_text + full_diagram,34,80°,100_deg,0,OK
second run,full_text + full_diagram,36,20°,25_deg,0,OK
second run,full_text + full_diagram,37,25°,50_deg,0,OK
second run,full_text + full_diagram,38,40°,70_deg,0,OK
second run,full_text + full_diagram,40,50°,50_deg,1,OK
second run,full_text + full_diagram,43,40°,100,0,OK
second run,full_text + full_diagram,44,9m,1.5,0,OK
second run,full_text + full_diagram,45,70°,35_deg,0,OK
second run,full_text + full_diagram,46,110°,70_deg,0,OK
second run,full_text + full_diagram,48,130°,50,0,OK
second run,full_text + full_diagram,49,100°,35_deg,0,OK
second run,full_text + full_diagram,50,140°,40_deg,0,OK
second run,full_text + full_diagram,53,55°,∠BFD,0,OK
second run,full_text + full_diagram,55,55°,140,0,OK
second run,full_text + full_diagram,56,40°,20_deg,0,OK
second run,full_text + full_diagram,57,20°,20_deg,1,OK
second run,full_text + full_diagram,58,55°,125_deg,0,OK
second run,full_text + full_diagram,59,50°,80,0,OK
second run,full_text + full_diagram,60,45°,135_deg,0,OK
second run,full_text + full_diagram,64,40cm,200_units,0,OK
second run,full_text + full_diagram,72,8cm,8,1,OK
second run,full_text + full_diagram,73,140°,70_deg,0,OK
second run,full_text + full_diagram,78,125°,70_deg,0,OK
second run,full_text + full_diagram,79,16cm,64,0,OK
second run,full_text + full_diagram,81,25°,40_deg,0,OK
second run,full_text + full_diagram,84,√{3},equal to AB and CA,0,OK
second run,full_text + full_diagram,86,2√{3},equal to AB and AC,0,OK
second run,full_text + full_diagram,88,128°,20_deg,0,OK
second run,full_text + full_diagram,95,30°,30_deg,1,OK
second run,full_text + full_diagram,99,64°,26,0,OK
second run,full_text + full_diagram,108,8m,8,1,OK
second run,full_text + full_diagram,109,40°,40,1,OK
second run,full_text + full_diagram,112,2.4,1.8,0,OK
second run,full_text + full_diagram,114,\frac{1}{2}cm^{2},π/4,0,OK
second run,full_text + full_diagram,115,4πcm,18,0,OK
second run,full_text + full_diagram,117,2√{2}cm,3_units,0,OK
second run,full_text + full_diagram,119,240cm^{2},not enough information,0,OK
second run,full_text + full_diagram,120,9πcm^{2},16π,0,OK
second run,full_text + full_diagram,123,15π,12.0 * π,0,OK
second run,full_text + full_diagram,128,4cm,12,0,OK
second run,full_text + full_diagram,132,10.2m,6,0,OK
second run,full_text + full_diagram,133,120m,60.0_m,0,OK
second run,full_text + full_diagram,149,\frac{20}{3},No information,0,OK
second run,full_text + full_diagram,150,\frac{40}{7}m,BC = 9 - 7/3,0,OK
second run,full_text + full_diagram,151,5.1,5_units,0,OK
second run,full_text + full_diagram,152,4m,1.9,0,OK
second run,full_text + full_diagram,153,1.5m,1.8,0,OK
second run,full_text + full_diagram,157,\frac{3}{5},0,0,OK
second run,full_text + full_diagram,165,\frac{√{3}}{2},0.5,0,OK
second run,full_text + full_diagram,198,60,60,1,OK
second run,full_text + full_diagram,207,157.1,58.9,0,OK_AFTER_JSON_REPAIR
second run,full_text + full_diagram,210,15,unknown,0,OK
second run,full_text + full_diagram,211,38,83,0,OK
