kind,model,run,case_label,total,correct,wrong,accuracy_pct,wrong_pct,runs_count,avg_accuracy_pct,min_accuracy_pct,max_accuracy_pct,accuracy_spread_pct,best_run,best_run_accuracy_pct,worst_run,worst_run_accuracy_pct
MODEL_RUN_CASE,mistralai/mistral-small-3.2-24b-instruct,run-3,half_text + noisy_half_diagram[irr_objects],0,0,0,0.0,0.0,,,,,,,,,
MODEL_RUN_CASE,mistralai/mistral-small-3.2-24b-instruct,run-3,half_text + noisy_half_diagram[pixel_noise],0,0,0,0.0,0.0,,,,,,,,,
MODEL_CASE_ALL_RUNS,google/gemma-3-4b-it,,full_text + full_diagram,270,57,213,21.111,78.889,,,,,,,,,
MODEL_CASE_ALL_RUNS,google/gemma-3-4b-it,,half_text + half_diagram,0,0,0,0.0,0.0,,,,,,,,,
MODEL_CASE_ALL_RUNS,google/gemma-3-4b-it,,noisy_text[numeric] + full_diagram,0,0,0,0.0,0.0,,,,,,,,,
MODEL_CASE_ALL_RUNS,google/gemma-3-4b-it,,noisy_text[punctuation] + full_diagram,0,0,0,0.0,0.0,,,,,,,,,
MODEL_CASE_ALL_RUNS,google/gemma-3-4b-it,,noisy_text[sentence] + full_diagram,0,0,0,0.0,0.0,,,,,,,,,
MODEL_CASE_ALL_RUNS,google/gemma-3-4b-it,,noisy_text[typo] + full_diagram,0,0,0,0.0,0.0,,,,,,,,,
MODEL_CASE_ALL_RUNS,google/gemma-3-4b-it,,full_text + noisy_diagram[bg_change],0,0,0,0.0,0.0,,,,,,,,,
MODEL_CASE_ALL_RUNS,google/gemma-3-4b-it,,full_text + noisy_diagram[blur],0,0,0,0.0,0.0,,,,,,,,,
MODEL_CASE_ALL_RUNS,google/gemma-3-4b-it,,full_text + noisy_diagram[illumination],0,0,0,0.0,0.0,,,,,,,,,
MODEL_CASE_ALL_RUNS,google/gemma-3-4b-it,,full_text + noisy_diagram[irr_objects],0,0,0,0.0,0.0,,,,,,,,,
MODEL_CASE_ALL_RUNS,google/gemma-3-4b-it,,full_text + noisy_diagram[pixel_noise],0,0,0,0.0,0.0,,,,,,,,,
MODEL_CASE_ALL_RUNS,google/gemma-3-4b-it,,noisy_half_text[numeric] + half_diagram,0,0,0,0.0,0.0,,,,,,,,,
MODEL_CASE_ALL_RUNS,google/gemma-3-4b-it,,noisy_half_text[punctuation] + half_diagram,0,0,0,0.0,0.0,,,,,,,,,
MODEL_CASE_ALL_RUNS,google/gemma-3-4b-it,,noisy_half_text[sentence] + half_diagram,0,0,0,0.0,0.0,,,,,,,,,
MODEL_CASE_ALL_RUNS,google/gemma-3-4b-it,,noisy_half_text[typo] + half_diagram,0,0,0,0.0,0.0,,,,,,,,,
MODEL_CASE_ALL_RUNS,google/gemma-3-4b-it,,half_text + noisy_half_diagram[bg_change],0,0,0,0.0,0.0,,,,,,,,,
MODEL_CASE_ALL_RUNS,google/gemma-3-4b-it,,half_text + noisy_half_diagram[blur],0,0,0,0.0,0.0,,,,,,,,,
MODEL_CASE_ALL_RUNS,google/gemma-3-4b-it,,half_text + noisy_half_diagram[illumination],0,0,0,0.0,0.0,,,,,,,,,
MODEL_CASE_ALL_RUNS,google/gemma-3-4b-it,,half_text + noisy_half_diagram[irr_objects],0,0,0,0.0,0.0,,,,,,,,,
MODEL_CASE_ALL_RUNS,google/gemma-3-4b-it,,half_text + noisy_half_diagram[pixel_noise],0,0,0,0.0,0.0,,,,,,,,,
MODEL_CASE_ALL_RUNS,meta-llama/llama-4-scout,,full_text + full_diagram,270,146,124,54.074,45.926,,,,,,,,,
MODEL_CASE_ALL_RUNS,meta-llama/llama-4-scout,,half_text + half_diagram,0,0,0,0.0,0.0,,,,,,,,,
MODEL_CASE_ALL_RUNS,meta-llama/llama-4-scout,,noisy_text[numeric] + full_diagram,0,0,0,0.0,0.0,,,,,,,,,
MODEL_CASE_ALL_RUNS,meta-llama/llama-4-scout,,noisy_text[punctuation] + full_diagram,0,0,0,0.0,0.0,,,,,,,,,
MODEL_CASE_ALL_RUNS,meta-llama/llama-4-scout,,noisy_text[sentence] + full_diagram,0,0,0,0.0,0.0,,,,,,,,,
MODEL_CASE_ALL_RUNS,meta-llama/llama-4-scout,,noisy_text[typo] + full_diagram,0,0,0,0.0,0.0,,,,,,,,,
MODEL_CASE_ALL_RUNS,meta-llama/llama-4-scout,,full_text + noisy_diagram[bg_change],0,0,0,0.0,0.0,,,,,,,,,
MODEL_CASE_ALL_RUNS,meta-llama/llama-4-scout,,full_text + noisy_diagram[blur],0,0,0,0.0,0.0,,,,,,,,,
MODEL_CASE_ALL_RUNS,meta-llama/llama-4-scout,,full_text + noisy_diagram[illumination],0,0,0,0.0,0.0,,,,,,,,,
MODEL_CASE_ALL_RUNS,meta-llama/llama-4-scout,,full_text + noisy_diagram[irr_objects],0,0,0,0.0,0.0,,,,,,,,,
MODEL_CASE_ALL_RUNS,meta-llama/llama-4-scout,,full_text + noisy_diagram[pixel_noise],0,0,0,0.0,0.0,,,,,,,,,
MODEL_CASE_ALL_RUNS,meta-llama/llama-4-scout,,noisy_half_text[numeric] + half_diagram,0,0,0,0.0,0.0,,,,,,,,,
MODEL_CASE_ALL_RUNS,meta-llama/llama-4-scout,,noisy_half_text[punctuation] + half_diagram,0,0,0,0.0,0.0,,,,,,,,,
MODEL_CASE_ALL_RUNS,meta-llama/llama-4-scout,,noisy_half_text[sentence] + half_diagram,0,0,0,0.0,0.0,,,,,,,,,
MODEL_CASE_ALL_RUNS,meta-llama/llama-4-scout,,noisy_half_text[typo] + half_diagram,0,0,0,0.0,0.0,,,,,,,,,
MODEL_CASE_ALL_RUNS,meta-llama/llama-4-scout,,half_text + noisy_half_diagram[bg_change],0,0,0,0.0,0.0,,,,,,,,,
MODEL_CASE_ALL_RUNS,meta-llama/llama-4-scout,,half_text + noisy_half_diagram[blur],0,0,0,0.0,0.0,,,,,,,,,
MODEL_CASE_ALL_RUNS,meta-llama/llama-4-scout,,half_text + noisy_half_diagram[illumination],0,0,0,0.0,0.0,,,,,,,,,
MODEL_CASE_ALL_RUNS,meta-llama/llama-4-scout,,half_text + noisy_half_diagram[irr_objects],0,0,0,0.0,0.0,,,,,,,,,
MODEL_CASE_ALL_RUNS,meta-llama/llama-4-scout,,half_text + noisy_half_diagram[pixel_noise],0,0,0,0.0,0.0,,,,,,,,,
MODEL_CASE_ALL_RUNS,mistralai/mistral-small-3.2-24b-instruct,,full_text + full_diagram,270,54,216,20.0,80.0,,,,,,,,,
MODEL_CASE_ALL_RUNS,mistralai/mistral-small-3.2-24b-instruct,,half_text + half_diagram,0,0,0,0.0,0.0,,,,,,,,,
MODEL_CASE_ALL_RUNS,mistralai/mistral-small-3.2-24b-instruct,,noisy_text[numeric] + full_diagram,0,0,0,0.0,0.0,,,,,,,,,
MODEL_CASE_ALL_RUNS,mistralai/mistral-small-3.2-24b-instruct,,noisy_text[punctuation] + full_diagram,0,0,0,0.0,0.0,,,,,,,,,
MODEL_CASE_ALL_RUNS,mistralai/mistral-small-3.2-24b-instruct,,noisy_text[sentence] + full_diagram,0,0,0,0.0,0.0,,,,,,,,,
MODEL_CASE_ALL_RUNS,mistralai/mistral-small-3.2-24b-instruct,,noisy_text[typo] + full_diagram,0,0,0,0.0,0.0,,,,,,,,,
MODEL_CASE_ALL_RUNS,mistralai/mistral-small-3.2-24b-instruct,,full_text + noisy_diagram[bg_change],0,0,0,0.0,0.0,,,,,,,,,
MODEL_CASE_ALL_RUNS,mistralai/mistral-small-3.2-24b-instruct,,full_text + noisy_diagram[blur],0,0,0,0.0,0.0,,,,,,,,,
MODEL_CASE_ALL_RUNS,mistralai/mistral-small-3.2-24b-instruct,,full_text + noisy_diagram[illumination],0,0,0,0.0,0.0,,,,,,,,,
MODEL_CASE_ALL_RUNS,mistralai/mistral-small-3.2-24b-instruct,,full_text + noisy_diagram[irr_objects],0,0,0,0.0,0.0,,,,,,,,,
MODEL_CASE_ALL_RUNS,mistralai/mistral-small-3.2-24b-instruct,,full_text + noisy_diagram[pixel_noise],0,0,0,0.0,0.0,,,,,,,,,
MODEL_CASE_ALL_RUNS,mistralai/mistral-small-3.2-24b-instruct,,noisy_half_text[numeric] + half_diagram,0,0,0,0.0,0.0,,,,,,,,,
MODEL_CASE_ALL_RUNS,mistralai/mistral-small-3.2-24b-instruct,,noisy_half_text[punctuation] + half_diagram,0,0,0,0.0,0.0,,,,,,,,,
MODEL_CASE_ALL_RUNS,mistralai/mistral-small-3.2-24b-instruct,,noisy_half_text[sentence] + half_diagram,0,0,0,0.0,0.0,,,,,,,,,
MODEL_CASE_ALL_RUNS,mistralai/mistral-small-3.2-24b-instruct,,noisy_half_text[typo] + half_diagram,0,0,0,0.0,0.0,,,,,,,,,
MODEL_CASE_ALL_RUNS,mistralai/mistral-small-3.2-24b-instruct,,half_text + noisy_half_diagram[bg_change],0,0,0,0.0,0.0,,,,,,,,,
MODEL_CASE_ALL_RUNS,mistralai/mistral-small-3.2-24b-instruct,,half_text + noisy_half_diagram[blur],0,0,0,0.0,0.0,,,,,,,,,
MODEL_CASE_ALL_RUNS,mistralai/mistral-small-3.2-24b-instruct,,half_text + noisy_half_diagram[illumination],0,0,0,0.0,0.0,,,,,,,,,
MODEL_CASE_ALL_RUNS,mistralai/mistral-small-3.2-24b-instruct,,half_text + noisy_half_diagram[irr_objects],0,0,0,0.0,0.0,,,,,,,,,
MODEL_CASE_ALL_RUNS,mistralai/mistral-small-3.2-24b-instruct,,half_text + noisy_half_diagram[pixel_noise],0,0,0,0.0,0.0,,,,,,,,,
MODEL_CASE_AVG_ACROSS_RUNS,google/gemma-3-4b-it,,full_text + full_diagram,270,57,213,21.111,78.889,3,21.111,16.667,23.333,6.666,,,,
MODEL_CASE_AVG_ACROSS_RUNS,google/gemma-3-4b-it,,half_text + half_diagram,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,,,,
MODEL_CASE_AVG_ACROSS_RUNS,google/gemma-3-4b-it,,noisy_text[numeric] + full_diagram,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,,,,
MODEL_CASE_AVG_ACROSS_RUNS,google/gemma-3-4b-it,,noisy_text[punctuation] + full_diagram,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,,,,
MODEL_CASE_AVG_ACROSS_RUNS,google/gemma-3-4b-it,,noisy_text[sentence] + full_diagram,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,,,,
MODEL_CASE_AVG_ACROSS_RUNS,google/gemma-3-4b-it,,noisy_text[typo] + full_diagram,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,,,,
MODEL_CASE_AVG_ACROSS_RUNS,google/gemma-3-4b-it,,full_text + noisy_diagram[bg_change],0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,,,,
MODEL_CASE_AVG_ACROSS_RUNS,google/gemma-3-4b-it,,full_text + noisy_diagram[blur],0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,,,,
MODEL_CASE_AVG_ACROSS_RUNS,google/gemma-3-4b-it,,full_text + noisy_diagram[illumination],0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,,,,
MODEL_CASE_AVG_ACROSS_RUNS,google/gemma-3-4b-it,,full_text + noisy_diagram[irr_objects],0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,,,,
MODEL_CASE_AVG_ACROSS_RUNS,google/gemma-3-4b-it,,full_text + noisy_diagram[pixel_noise],0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,,,,
MODEL_CASE_AVG_ACROSS_RUNS,google/gemma-3-4b-it,,noisy_half_text[numeric] + half_diagram,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,,,,
MODEL_CASE_AVG_ACROSS_RUNS,google/gemma-3-4b-it,,noisy_half_text[punctuation] + half_diagram,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,,,,
MODEL_CASE_AVG_ACROSS_RUNS,google/gemma-3-4b-it,,noisy_half_text[sentence] + half_diagram,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,,,,
MODEL_CASE_AVG_ACROSS_RUNS,google/gemma-3-4b-it,,noisy_half_text[typo] + half_diagram,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,,,,
MODEL_CASE_AVG_ACROSS_RUNS,google/gemma-3-4b-it,,half_text + noisy_half_diagram[bg_change],0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,,,,
MODEL_CASE_AVG_ACROSS_RUNS,google/gemma-3-4b-it,,half_text + noisy_half_diagram[blur],0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,,,,
MODEL_CASE_AVG_ACROSS_RUNS,google/gemma-3-4b-it,,half_text + noisy_half_diagram[illumination],0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,,,,
MODEL_CASE_AVG_ACROSS_RUNS,google/gemma-3-4b-it,,half_text + noisy_half_diagram[irr_objects],0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,,,,
MODEL_CASE_AVG_ACROSS_RUNS,google/gemma-3-4b-it,,half_text + noisy_half_diagram[pixel_noise],0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,,,,
MODEL_CASE_AVG_ACROSS_RUNS,meta-llama/llama-4-scout,,full_text + full_diagram,270,146,124,54.074,45.926,3,54.074,53.333,54.444,1.111,,,,
MODEL_CASE_AVG_ACROSS_RUNS,meta-llama/llama-4-scout,,half_text + half_diagram,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,,,,
MODEL_CASE_AVG_ACROSS_RUNS,meta-llama/llama-4-scout,,noisy_text[numeric] + full_diagram,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,,,,
MODEL_CASE_AVG_ACROSS_RUNS,meta-llama/llama-4-scout,,noisy_text[punctuation] + full_diagram,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,,,,
MODEL_CASE_AVG_ACROSS_RUNS,meta-llama/llama-4-scout,,noisy_text[sentence] + full_diagram,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,,,,
MODEL_CASE_AVG_ACROSS_RUNS,meta-llama/llama-4-scout,,noisy_text[typo] + full_diagram,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,,,,
MODEL_CASE_AVG_ACROSS_RUNS,meta-llama/llama-4-scout,,full_text + noisy_diagram[bg_change],0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,,,,
MODEL_CASE_AVG_ACROSS_RUNS,meta-llama/llama-4-scout,,full_text + noisy_diagram[blur],0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,,,,
MODEL_CASE_AVG_ACROSS_RUNS,meta-llama/llama-4-scout,,full_text + noisy_diagram[illumination],0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,,,,
MODEL_CASE_AVG_ACROSS_RUNS,meta-llama/llama-4-scout,,full_text + noisy_diagram[irr_objects],0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,,,,
MODEL_CASE_AVG_ACROSS_RUNS,meta-llama/llama-4-scout,,full_text + noisy_diagram[pixel_noise],0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,,,,
MODEL_CASE_AVG_ACROSS_RUNS,meta-llama/llama-4-scout,,noisy_half_text[numeric] + half_diagram,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,,,,
MODEL_CASE_AVG_ACROSS_RUNS,meta-llama/llama-4-scout,,noisy_half_text[punctuation] + half_diagram,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,,,,
MODEL_CASE_AVG_ACROSS_RUNS,meta-llama/llama-4-scout,,noisy_half_text[sentence] + half_diagram,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,,,,
MODEL_CASE_AVG_ACROSS_RUNS,meta-llama/llama-4-scout,,noisy_half_text[typo] + half_diagram,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,,,,
MODEL_CASE_AVG_ACROSS_RUNS,meta-llama/llama-4-scout,,half_text + noisy_half_diagram[bg_change],0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,,,,
MODEL_CASE_AVG_ACROSS_RUNS,meta-llama/llama-4-scout,,half_text + noisy_half_diagram[blur],0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,,,,
MODEL_CASE_AVG_ACROSS_RUNS,meta-llama/llama-4-scout,,half_text + noisy_half_diagram[illumination],0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,,,,
MODEL_CASE_AVG_ACROSS_RUNS,meta-llama/llama-4-scout,,half_text + noisy_half_diagram[irr_objects],0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,,,,
MODEL_CASE_AVG_ACROSS_RUNS,meta-llama/llama-4-scout,,half_text + noisy_half_diagram[pixel_noise],0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,,,,
MODEL_CASE_AVG_ACROSS_RUNS,mistralai/mistral-small-3.2-24b-instruct,,full_text + full_diagram,270,54,216,20.0,80.0,3,20.0,18.889,22.222,3.333,,,,
MODEL_CASE_AVG_ACROSS_RUNS,mistralai/mistral-small-3.2-24b-instruct,,half_text + half_diagram,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,,,,
MODEL_CASE_AVG_ACROSS_RUNS,mistralai/mistral-small-3.2-24b-instruct,,noisy_text[numeric] + full_diagram,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,,,,
MODEL_CASE_AVG_ACROSS_RUNS,mistralai/mistral-small-3.2-24b-instruct,,noisy_text[punctuation] + full_diagram,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,,,,
MODEL_CASE_AVG_ACROSS_RUNS,mistralai/mistral-small-3.2-24b-instruct,,noisy_text[sentence] + full_diagram,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,,,,
MODEL_CASE_AVG_ACROSS_RUNS,mistralai/mistral-small-3.2-24b-instruct,,noisy_text[typo] + full_diagram,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,,,,
MODEL_CASE_AVG_ACROSS_RUNS,mistralai/mistral-small-3.2-24b-instruct,,full_text + noisy_diagram[bg_change],0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,,,,
MODEL_CASE_AVG_ACROSS_RUNS,mistralai/mistral-small-3.2-24b-instruct,,full_text + noisy_diagram[blur],0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,,,,
MODEL_CASE_AVG_ACROSS_RUNS,mistralai/mistral-small-3.2-24b-instruct,,full_text + noisy_diagram[illumination],0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,,,,
MODEL_CASE_AVG_ACROSS_RUNS,mistralai/mistral-small-3.2-24b-instruct,,full_text + noisy_diagram[irr_objects],0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,,,,
MODEL_CASE_AVG_ACROSS_RUNS,mistralai/mistral-small-3.2-24b-instruct,,full_text + noisy_diagram[pixel_noise],0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,,,,
MODEL_CASE_AVG_ACROSS_RUNS,mistralai/mistral-small-3.2-24b-instruct,,noisy_half_text[numeric] + half_diagram,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,,,,
MODEL_CASE_AVG_ACROSS_RUNS,mistralai/mistral-small-3.2-24b-instruct,,noisy_half_text[punctuation] + half_diagram,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,,,,
MODEL_CASE_AVG_ACROSS_RUNS,mistralai/mistral-small-3.2-24b-instruct,,noisy_half_text[sentence] + half_diagram,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,,,,
MODEL_CASE_AVG_ACROSS_RUNS,mistralai/mistral-small-3.2-24b-instruct,,noisy_half_text[typo] + half_diagram,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,,,,
MODEL_CASE_AVG_ACROSS_RUNS,mistralai/mistral-small-3.2-24b-instruct,,half_text + noisy_half_diagram[bg_change],0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,,,,
MODEL_CASE_AVG_ACROSS_RUNS,mistralai/mistral-small-3.2-24b-instruct,,half_text + noisy_half_diagram[blur],0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,,,,
MODEL_CASE_AVG_ACROSS_RUNS,mistralai/mistral-small-3.2-24b-instruct,,half_text + noisy_half_diagram[illumination],0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,,,,
MODEL_CASE_AVG_ACROSS_RUNS,mistralai/mistral-small-3.2-24b-instruct,,half_text + noisy_half_diagram[irr_objects],0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,,,,
MODEL_CASE_AVG_ACROSS_RUNS,mistralai/mistral-small-3.2-24b-instruct,,half_text + noisy_half_diagram[pixel_noise],0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,,,,
MODEL_RUN_ACCURACY_STATS,google/gemma-3-4b-it,,,,,,,,3,21.111,16.667,23.333,6.666,run-2,23.333,run-1,16.667
MODEL_RUN_ACCURACY_STATS,meta-llama/llama-4-scout,,,,,,,,3,54.074,53.333,54.444,1.111,run-1,54.444,run-2,53.333
MODEL_RUN_ACCURACY_STATS,mistralai/mistral-small-3.2-24b-instruct,,,,,,,,3,20.0,18.889,22.222,3.333,run-1,22.222,run-2,18.889
RUN,,Dataset_split\diagrams\Setting_1&2\FTFD,,540,200,340,37.037,62.963,,,,,,,,,
RUN,,run-1,,90,15,75,16.667,83.333,,,,,,,,,
RUN,,run-2,,90,21,69,23.333,76.667,,,,,,,,,
RUN,,run-3,,90,21,69,23.333,76.667,,,,,,,,,
RUN_CASE,,Dataset_split\diagrams\Setting_1&2\FTFD,full_text + full_diagram,540,200,340,37.037,62.963,,,,,,,,,
RUN_CASE,,Dataset_split\diagrams\Setting_1&2\FTFD,half_text + half_diagram,0,0,0,0.0,0.0,,,,,,,,,
RUN_CASE,,Dataset_split\diagrams\Setting_1&2\FTFD,noisy_text[numeric] + full_diagram,0,0,0,0.0,0.0,,,,,,,,,
RUN_CASE,,Dataset_split\diagrams\Setting_1&2\FTFD,noisy_text[punctuation] + full_diagram,0,0,0,0.0,0.0,,,,,,,,,
RUN_CASE,,Dataset_split\diagrams\Setting_1&2\FTFD,noisy_text[sentence] + full_diagram,0,0,0,0.0,0.0,,,,,,,,,
RUN_CASE,,Dataset_split\diagrams\Setting_1&2\FTFD,noisy_text[typo] + full_diagram,0,0,0,0.0,0.0,,,,,,,,,
RUN_CASE,,Dataset_split\diagrams\Setting_1&2\FTFD,full_text + noisy_diagram[bg_change],0,0,0,0.0,0.0,,,,,,,,,
RUN_CASE,,Dataset_split\diagrams\Setting_1&2\FTFD,full_text + noisy_diagram[blur],0,0,0,0.0,0.0,,,,,,,,,
RUN_CASE,,Dataset_split\diagrams\Setting_1&2\FTFD,full_text + noisy_diagram[illumination],0,0,0,0.0,0.0,,,,,,,,,
RUN_CASE,,Dataset_split\diagrams\Setting_1&2\FTFD,full_text + noisy_diagram[irr_objects],0,0,0,0.0,0.0,,,,,,,,,
RUN_CASE,,Dataset_split\diagrams\Setting_1&2\FTFD,full_text + noisy_diagram[pixel_noise],0,0,0,0.0,0.0,,,,,,,,,
RUN_CASE,,Dataset_split\diagrams\Setting_1&2\FTFD,noisy_half_text[numeric] + half_diagram,0,0,0,0.0,0.0,,,,,,,,,
RUN_CASE,,Dataset_split\diagrams\Setting_1&2\FTFD,noisy_half_text[punctuation] + half_diagram,0,0,0,0.0,0.0,,,,,,,,,
RUN_CASE,,Dataset_split\diagrams\Setting_1&2\FTFD,noisy_half_text[sentence] + half_diagram,0,0,0,0.0,0.0,,,,,,,,,
RUN_CASE,,Dataset_split\diagrams\Setting_1&2\FTFD,noisy_half_text[typo] + half_diagram,0,0,0,0.0,0.0,,,,,,,,,
RUN_CASE,,Dataset_split\diagrams\Setting_1&2\FTFD,half_text + noisy_half_diagram[bg_change],0,0,0,0.0,0.0,,,,,,,,,
RUN_CASE,,Dataset_split\diagrams\Setting_1&2\FTFD,half_text + noisy_half_diagram[blur],0,0,0,0.0,0.0,,,,,,,,,
RUN_CASE,,Dataset_split\diagrams\Setting_1&2\FTFD,half_text + noisy_half_diagram[illumination],0,0,0,0.0,0.0,,,,,,,,,
RUN_CASE,,Dataset_split\diagrams\Setting_1&2\FTFD,half_text + noisy_half_diagram[irr_objects],0,0,0,0.0,0.0,,,,,,,,,
RUN_CASE,,Dataset_split\diagrams\Setting_1&2\FTFD,half_text + noisy_half_diagram[pixel_noise],0,0,0,0.0,0.0,,,,,,,,,
RUN_CASE,,run-1,full_text + full_diagram,90,15,75,16.667,83.333,,,,,,,,,
RUN_CASE,,run-1,half_text + half_diagram,0,0,0,0.0,0.0,,,,,,,,,
RUN_CASE,,run-1,noisy_text[numeric] + full_diagram,0,0,0,0.0,0.0,,,,,,,,,
RUN_CASE,,run-1,noisy_text[punctuation] + full_diagram,0,0,0,0.0,0.0,,,,,,,,,
RUN_CASE,,run-1,noisy_text[sentence] + full_diagram,0,0,0,0.0,0.0,,,,,,,,,
RUN_CASE,,run-1,noisy_text[typo] + full_diagram,0,0,0,0.0,0.0,,,,,,,,,
RUN_CASE,,run-1,full_text + noisy_diagram[bg_change],0,0,0,0.0,0.0,,,,,,,,,
RUN_CASE,,run-1,full_text + noisy_diagram[blur],0,0,0,0.0,0.0,,,,,,,,,
RUN_CASE,,run-1,full_text + noisy_diagram[illumination],0,0,0,0.0,0.0,,,,,,,,,
RUN_CASE,,run-1,full_text + noisy_diagram[irr_objects],0,0,0,0.0,0.0,,,,,,,,,
RUN_CASE,,run-1,full_text + noisy_diagram[pixel_noise],0,0,0,0.0,0.0,,,,,,,,,
RUN_CASE,,run-1,noisy_half_text[numeric] + half_diagram,0,0,0,0.0,0.0,,,,,,,,,
RUN_CASE,,run-1,noisy_half_text[punctuation] + half_diagram,0,0,0,0.0,0.0,,,,,,,,,
RUN_CASE,,run-1,noisy_half_text[sentence] + half_diagram,0,0,0,0.0,0.0,,,,,,,,,
RUN_CASE,,run-1,noisy_half_text[typo] + half_diagram,0,0,0,0.0,0.0,,,,,,,,,
RUN_CASE,,run-1,half_text + noisy_half_diagram[bg_change],0,0,0,0.0,0.0,,,,,,,,,
RUN_CASE,,run-1,half_text + noisy_half_diagram[blur],0,0,0,0.0,0.0,,,,,,,,,
RUN_CASE,,run-1,half_text + noisy_half_diagram[illumination],0,0,0,0.0,0.0,,,,,,,,,
RUN_CASE,,run-1,half_text + noisy_half_diagram[irr_objects],0,0,0,0.0,0.0,,,,,,,,,
RUN_CASE,,run-1,half_text + noisy_half_diagram[pixel_noise],0,0,0,0.0,0.0,,,,,,,,,
RUN_CASE,,run-2,full_text + full_diagram,90,21,69,23.333,76.667,,,,,,,,,
RUN_CASE,,run-2,half_text + half_diagram,0,0,0,0.0,0.0,,,,,,,,,
RUN_CASE,,run-2,noisy_text[numeric] + full_diagram,0,0,0,0.0,0.0,,,,,,,,,
RUN_CASE,,run-2,noisy_text[punctuation] + full_diagram,0,0,0,0.0,0.0,,,,,,,,,
RUN_CASE,,run-2,noisy_text[sentence] + full_diagram,0,0,0,0.0,0.0,,,,,,,,,
RUN_CASE,,run-2,noisy_text[typo] + full_diagram,0,0,0,0.0,0.0,,,,,,,,,
RUN_CASE,,run-2,full_text + noisy_diagram[bg_change],0,0,0,0.0,0.0,,,,,,,,,
RUN_CASE,,run-2,full_text + noisy_diagram[blur],0,0,0,0.0,0.0,,,,,,,,,
RUN_CASE,,run-2,full_text + noisy_diagram[illumination],0,0,0,0.0,0.0,,,,,,,,,
RUN_CASE,,run-2,full_text + noisy_diagram[irr_objects],0,0,0,0.0,0.0,,,,,,,,,
RUN_CASE,,run-2,full_text + noisy_diagram[pixel_noise],0,0,0,0.0,0.0,,,,,,,,,
