kind,model,run,case_label,total,correct,wrong,accuracy_pct,wrong_pct,runs_count,avg_accuracy_pct,min_accuracy_pct,max_accuracy_pct,accuracy_spread_pct,best_run,best_run_accuracy_pct,worst_run,worst_run_accuracy_pct
MODEL_RUN_CASE,mistralai/mistral-small-3.2-24b-instruct,run-3,half_text + noisy_half_diagram[irr_objects],0,0,0,0.0,0.0,,,,,,,,,
MODEL_RUN_CASE,mistralai/mistral-small-3.2-24b-instruct,run-3,half_text + noisy_half_diagram[pixel_noise],0,0,0,0.0,0.0,,,,,,,,,
MODEL_CASE_ALL_RUNS,google/gemma-3-4b-it,,full_text + full_diagram,270,79,191,29.259,70.741,,,,,,,,,
MODEL_CASE_ALL_RUNS,google/gemma-3-4b-it,,half_text + half_diagram,0,0,0,0.0,0.0,,,,,,,,,
MODEL_CASE_ALL_RUNS,google/gemma-3-4b-it,,noisy_text[numeric] + full_diagram,0,0,0,0.0,0.0,,,,,,,,,
MODEL_CASE_ALL_RUNS,google/gemma-3-4b-it,,noisy_text[punctuation] + full_diagram,0,0,0,0.0,0.0,,,,,,,,,
MODEL_CASE_ALL_RUNS,google/gemma-3-4b-it,,noisy_text[sentence] + full_diagram,0,0,0,0.0,0.0,,,,,,,,,
MODEL_CASE_ALL_RUNS,google/gemma-3-4b-it,,noisy_text[typo] + full_diagram,0,0,0,0.0,0.0,,,,,,,,,
MODEL_CASE_ALL_RUNS,google/gemma-3-4b-it,,full_text + noisy_diagram[bg_change],0,0,0,0.0,0.0,,,,,,,,,
MODEL_CASE_ALL_RUNS,google/gemma-3-4b-it,,full_text + noisy_diagram[blur],0,0,0,0.0,0.0,,,,,,,,,
MODEL_CASE_ALL_RUNS,google/gemma-3-4b-it,,full_text + noisy_diagram[illumination],0,0,0,0.0,0.0,,,,,,,,,
MODEL_CASE_ALL_RUNS,google/gemma-3-4b-it,,full_text + noisy_diagram[irr_objects],0,0,0,0.0,0.0,,,,,,,,,
MODEL_CASE_ALL_RUNS,google/gemma-3-4b-it,,full_text + noisy_diagram[pixel_noise],0,0,0,0.0,0.0,,,,,,,,,
MODEL_CASE_ALL_RUNS,google/gemma-3-4b-it,,noisy_half_text[numeric] + half_diagram,0,0,0,0.0,0.0,,,,,,,,,
MODEL_CASE_ALL_RUNS,google/gemma-3-4b-it,,noisy_half_text[punctuation] + half_diagram,0,0,0,0.0,0.0,,,,,,,,,
MODEL_CASE_ALL_RUNS,google/gemma-3-4b-it,,noisy_half_text[sentence] + half_diagram,0,0,0,0.0,0.0,,,,,,,,,
MODEL_CASE_ALL_RUNS,google/gemma-3-4b-it,,noisy_half_text[typo] + half_diagram,0,0,0,0.0,0.0,,,,,,,,,
MODEL_CASE_ALL_RUNS,google/gemma-3-4b-it,,half_text + noisy_half_diagram[bg_change],0,0,0,0.0,0.0,,,,,,,,,
MODEL_CASE_ALL_RUNS,google/gemma-3-4b-it,,half_text + noisy_half_diagram[blur],0,0,0,0.0,0.0,,,,,,,,,
MODEL_CASE_ALL_RUNS,google/gemma-3-4b-it,,half_text + noisy_half_diagram[illumination],0,0,0,0.0,0.0,,,,,,,,,
MODEL_CASE_ALL_RUNS,google/gemma-3-4b-it,,half_text + noisy_half_diagram[irr_objects],0,0,0,0.0,0.0,,,,,,,,,
MODEL_CASE_ALL_RUNS,google/gemma-3-4b-it,,half_text + noisy_half_diagram[pixel_noise],0,0,0,0.0,0.0,,,,,,,,,
MODEL_CASE_ALL_RUNS,meta-llama/llama-4-scout,,full_text + full_diagram,270,139,131,51.481,48.519,,,,,,,,,
MODEL_CASE_ALL_RUNS,meta-llama/llama-4-scout,,half_text + half_diagram,0,0,0,0.0,0.0,,,,,,,,,
MODEL_CASE_ALL_RUNS,meta-llama/llama-4-scout,,noisy_text[numeric] + full_diagram,0,0,0,0.0,0.0,,,,,,,,,
MODEL_CASE_ALL_RUNS,meta-llama/llama-4-scout,,noisy_text[punctuation] + full_diagram,0,0,0,0.0,0.0,,,,,,,,,
MODEL_CASE_ALL_RUNS,meta-llama/llama-4-scout,,noisy_text[sentence] + full_diagram,0,0,0,0.0,0.0,,,,,,,,,
MODEL_CASE_ALL_RUNS,meta-llama/llama-4-scout,,noisy_text[typo] + full_diagram,0,0,0,0.0,0.0,,,,,,,,,
MODEL_CASE_ALL_RUNS,meta-llama/llama-4-scout,,full_text + noisy_diagram[bg_change],0,0,0,0.0,0.0,,,,,,,,,
MODEL_CASE_ALL_RUNS,meta-llama/llama-4-scout,,full_text + noisy_diagram[blur],0,0,0,0.0,0.0,,,,,,,,,
MODEL_CASE_ALL_RUNS,meta-llama/llama-4-scout,,full_text + noisy_diagram[illumination],0,0,0,0.0,0.0,,,,,,,,,
MODEL_CASE_ALL_RUNS,meta-llama/llama-4-scout,,full_text + noisy_diagram[irr_objects],0,0,0,0.0,0.0,,,,,,,,,
MODEL_CASE_ALL_RUNS,meta-llama/llama-4-scout,,full_text + noisy_diagram[pixel_noise],0,0,0,0.0,0.0,,,,,,,,,
MODEL_CASE_ALL_RUNS,meta-llama/llama-4-scout,,noisy_half_text[numeric] + half_diagram,0,0,0,0.0,0.0,,,,,,,,,
MODEL_CASE_ALL_RUNS,meta-llama/llama-4-scout,,noisy_half_text[punctuation] + half_diagram,0,0,0,0.0,0.0,,,,,,,,,
MODEL_CASE_ALL_RUNS,meta-llama/llama-4-scout,,noisy_half_text[sentence] + half_diagram,0,0,0,0.0,0.0,,,,,,,,,
MODEL_CASE_ALL_RUNS,meta-llama/llama-4-scout,,noisy_half_text[typo] + half_diagram,0,0,0,0.0,0.0,,,,,,,,,
MODEL_CASE_ALL_RUNS,meta-llama/llama-4-scout,,half_text + noisy_half_diagram[bg_change],0,0,0,0.0,0.0,,,,,,,,,
MODEL_CASE_ALL_RUNS,meta-llama/llama-4-scout,,half_text + noisy_half_diagram[blur],0,0,0,0.0,0.0,,,,,,,,,
MODEL_CASE_ALL_RUNS,meta-llama/llama-4-scout,,half_text + noisy_half_diagram[illumination],0,0,0,0.0,0.0,,,,,,,,,
MODEL_CASE_ALL_RUNS,meta-llama/llama-4-scout,,half_text + noisy_half_diagram[irr_objects],0,0,0,0.0,0.0,,,,,,,,,
MODEL_CASE_ALL_RUNS,meta-llama/llama-4-scout,,half_text + noisy_half_diagram[pixel_noise],0,0,0,0.0,0.0,,,,,,,,,
MODEL_CASE_ALL_RUNS,mistralai/mistral-small-3.2-24b-instruct,,full_text + full_diagram,270,71,199,26.296,73.704,,,,,,,,,
MODEL_CASE_ALL_RUNS,mistralai/mistral-small-3.2-24b-instruct,,half_text + half_diagram,0,0,0,0.0,0.0,,,,,,,,,
MODEL_CASE_ALL_RUNS,mistralai/mistral-small-3.2-24b-instruct,,noisy_text[numeric] + full_diagram,0,0,0,0.0,0.0,,,,,,,,,
MODEL_CASE_ALL_RUNS,mistralai/mistral-small-3.2-24b-instruct,,noisy_text[punctuation] + full_diagram,0,0,0,0.0,0.0,,,,,,,,,
MODEL_CASE_ALL_RUNS,mistralai/mistral-small-3.2-24b-instruct,,noisy_text[sentence] + full_diagram,0,0,0,0.0,0.0,,,,,,,,,
MODEL_CASE_ALL_RUNS,mistralai/mistral-small-3.2-24b-instruct,,noisy_text[typo] + full_diagram,0,0,0,0.0,0.0,,,,,,,,,
MODEL_CASE_ALL_RUNS,mistralai/mistral-small-3.2-24b-instruct,,full_text + noisy_diagram[bg_change],0,0,0,0.0,0.0,,,,,,,,,
MODEL_CASE_ALL_RUNS,mistralai/mistral-small-3.2-24b-instruct,,full_text + noisy_diagram[blur],0,0,0,0.0,0.0,,,,,,,,,
MODEL_CASE_ALL_RUNS,mistralai/mistral-small-3.2-24b-instruct,,full_text + noisy_diagram[illumination],0,0,0,0.0,0.0,,,,,,,,,
MODEL_CASE_ALL_RUNS,mistralai/mistral-small-3.2-24b-instruct,,full_text + noisy_diagram[irr_objects],0,0,0,0.0,0.0,,,,,,,,,
MODEL_CASE_ALL_RUNS,mistralai/mistral-small-3.2-24b-instruct,,full_text + noisy_diagram[pixel_noise],0,0,0,0.0,0.0,,,,,,,,,
MODEL_CASE_ALL_RUNS,mistralai/mistral-small-3.2-24b-instruct,,noisy_half_text[numeric] + half_diagram,0,0,0,0.0,0.0,,,,,,,,,
MODEL_CASE_ALL_RUNS,mistralai/mistral-small-3.2-24b-instruct,,noisy_half_text[punctuation] + half_diagram,0,0,0,0.0,0.0,,,,,,,,,
MODEL_CASE_ALL_RUNS,mistralai/mistral-small-3.2-24b-instruct,,noisy_half_text[sentence] + half_diagram,0,0,0,0.0,0.0,,,,,,,,,
MODEL_CASE_ALL_RUNS,mistralai/mistral-small-3.2-24b-instruct,,noisy_half_text[typo] + half_diagram,0,0,0,0.0,0.0,,,,,,,,,
MODEL_CASE_ALL_RUNS,mistralai/mistral-small-3.2-24b-instruct,,half_text + noisy_half_diagram[bg_change],0,0,0,0.0,0.0,,,,,,,,,
MODEL_CASE_ALL_RUNS,mistralai/mistral-small-3.2-24b-instruct,,half_text + noisy_half_diagram[blur],0,0,0,0.0,0.0,,,,,,,,,
MODEL_CASE_ALL_RUNS,mistralai/mistral-small-3.2-24b-instruct,,half_text + noisy_half_diagram[illumination],0,0,0,0.0,0.0,,,,,,,,,
MODEL_CASE_ALL_RUNS,mistralai/mistral-small-3.2-24b-instruct,,half_text + noisy_half_diagram[irr_objects],0,0,0,0.0,0.0,,,,,,,,,
MODEL_CASE_ALL_RUNS,mistralai/mistral-small-3.2-24b-instruct,,half_text + noisy_half_diagram[pixel_noise],0,0,0,0.0,0.0,,,,,,,,,
MODEL_CASE_AVG_ACROSS_RUNS,google/gemma-3-4b-it,,full_text + full_diagram,270,79,191,29.259,70.741,3,29.259,27.778,30.0,2.222,,,,
MODEL_CASE_AVG_ACROSS_RUNS,google/gemma-3-4b-it,,half_text + half_diagram,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,,,,
MODEL_CASE_AVG_ACROSS_RUNS,google/gemma-3-4b-it,,noisy_text[numeric] + full_diagram,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,,,,
MODEL_CASE_AVG_ACROSS_RUNS,google/gemma-3-4b-it,,noisy_text[punctuation] + full_diagram,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,,,,
MODEL_CASE_AVG_ACROSS_RUNS,google/gemma-3-4b-it,,noisy_text[sentence] + full_diagram,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,,,,
MODEL_CASE_AVG_ACROSS_RUNS,google/gemma-3-4b-it,,noisy_text[typo] + full_diagram,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,,,,
MODEL_CASE_AVG_ACROSS_RUNS,google/gemma-3-4b-it,,full_text + noisy_diagram[bg_change],0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,,,,
MODEL_CASE_AVG_ACROSS_RUNS,google/gemma-3-4b-it,,full_text + noisy_diagram[blur],0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,,,,
MODEL_CASE_AVG_ACROSS_RUNS,google/gemma-3-4b-it,,full_text + noisy_diagram[illumination],0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,,,,
MODEL_CASE_AVG_ACROSS_RUNS,google/gemma-3-4b-it,,full_text + noisy_diagram[irr_objects],0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,,,,
MODEL_CASE_AVG_ACROSS_RUNS,google/gemma-3-4b-it,,full_text + noisy_diagram[pixel_noise],0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,,,,
MODEL_CASE_AVG_ACROSS_RUNS,google/gemma-3-4b-it,,noisy_half_text[numeric] + half_diagram,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,,,,
MODEL_CASE_AVG_ACROSS_RUNS,google/gemma-3-4b-it,,noisy_half_text[punctuation] + half_diagram,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,,,,
MODEL_CASE_AVG_ACROSS_RUNS,google/gemma-3-4b-it,,noisy_half_text[sentence] + half_diagram,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,,,,
MODEL_CASE_AVG_ACROSS_RUNS,google/gemma-3-4b-it,,noisy_half_text[typo] + half_diagram,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,,,,
MODEL_CASE_AVG_ACROSS_RUNS,google/gemma-3-4b-it,,half_text + noisy_half_diagram[bg_change],0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,,,,
MODEL_CASE_AVG_ACROSS_RUNS,google/gemma-3-4b-it,,half_text + noisy_half_diagram[blur],0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,,,,
MODEL_CASE_AVG_ACROSS_RUNS,google/gemma-3-4b-it,,half_text + noisy_half_diagram[illumination],0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,,,,
MODEL_CASE_AVG_ACROSS_RUNS,google/gemma-3-4b-it,,half_text + noisy_half_diagram[irr_objects],0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,,,,
MODEL_CASE_AVG_ACROSS_RUNS,google/gemma-3-4b-it,,half_text + noisy_half_diagram[pixel_noise],0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,,,,
MODEL_CASE_AVG_ACROSS_RUNS,meta-llama/llama-4-scout,,full_text + full_diagram,270,139,131,51.481,48.519,3,51.481,50.0,52.222,2.222,,,,
MODEL_CASE_AVG_ACROSS_RUNS,meta-llama/llama-4-scout,,half_text + half_diagram,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,,,,
MODEL_CASE_AVG_ACROSS_RUNS,meta-llama/llama-4-scout,,noisy_text[numeric] + full_diagram,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,,,,
MODEL_CASE_AVG_ACROSS_RUNS,meta-llama/llama-4-scout,,noisy_text[punctuation] + full_diagram,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,,,,
MODEL_CASE_AVG_ACROSS_RUNS,meta-llama/llama-4-scout,,noisy_text[sentence] + full_diagram,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,,,,
MODEL_CASE_AVG_ACROSS_RUNS,meta-llama/llama-4-scout,,noisy_text[typo] + full_diagram,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,,,,
MODEL_CASE_AVG_ACROSS_RUNS,meta-llama/llama-4-scout,,full_text + noisy_diagram[bg_change],0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,,,,
MODEL_CASE_AVG_ACROSS_RUNS,meta-llama/llama-4-scout,,full_text + noisy_diagram[blur],0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,,,,
MODEL_CASE_AVG_ACROSS_RUNS,meta-llama/llama-4-scout,,full_text + noisy_diagram[illumination],0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,,,,
MODEL_CASE_AVG_ACROSS_RUNS,meta-llama/llama-4-scout,,full_text + noisy_diagram[irr_objects],0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,,,,
MODEL_CASE_AVG_ACROSS_RUNS,meta-llama/llama-4-scout,,full_text + noisy_diagram[pixel_noise],0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,,,,
MODEL_CASE_AVG_ACROSS_RUNS,meta-llama/llama-4-scout,,noisy_half_text[numeric] + half_diagram,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,,,,
MODEL_CASE_AVG_ACROSS_RUNS,meta-llama/llama-4-scout,,noisy_half_text[punctuation] + half_diagram,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,,,,
MODEL_CASE_AVG_ACROSS_RUNS,meta-llama/llama-4-scout,,noisy_half_text[sentence] + half_diagram,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,,,,
MODEL_CASE_AVG_ACROSS_RUNS,meta-llama/llama-4-scout,,noisy_half_text[typo] + half_diagram,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,,,,
MODEL_CASE_AVG_ACROSS_RUNS,meta-llama/llama-4-scout,,half_text + noisy_half_diagram[bg_change],0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,,,,
MODEL_CASE_AVG_ACROSS_RUNS,meta-llama/llama-4-scout,,half_text + noisy_half_diagram[blur],0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,,,,
MODEL_CASE_AVG_ACROSS_RUNS,meta-llama/llama-4-scout,,half_text + noisy_half_diagram[illumination],0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,,,,
MODEL_CASE_AVG_ACROSS_RUNS,meta-llama/llama-4-scout,,half_text + noisy_half_diagram[irr_objects],0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,,,,
MODEL_CASE_AVG_ACROSS_RUNS,meta-llama/llama-4-scout,,half_text + noisy_half_diagram[pixel_noise],0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,,,,
MODEL_CASE_AVG_ACROSS_RUNS,mistralai/mistral-small-3.2-24b-instruct,,full_text + full_diagram,270,71,199,26.296,73.704,3,26.296,24.444,27.778,3.334,,,,
MODEL_CASE_AVG_ACROSS_RUNS,mistralai/mistral-small-3.2-24b-instruct,,half_text + half_diagram,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,,,,
MODEL_CASE_AVG_ACROSS_RUNS,mistralai/mistral-small-3.2-24b-instruct,,noisy_text[numeric] + full_diagram,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,,,,
MODEL_CASE_AVG_ACROSS_RUNS,mistralai/mistral-small-3.2-24b-instruct,,noisy_text[punctuation] + full_diagram,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,,,,
MODEL_CASE_AVG_ACROSS_RUNS,mistralai/mistral-small-3.2-24b-instruct,,noisy_text[sentence] + full_diagram,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,,,,
MODEL_CASE_AVG_ACROSS_RUNS,mistralai/mistral-small-3.2-24b-instruct,,noisy_text[typo] + full_diagram,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,,,,
MODEL_CASE_AVG_ACROSS_RUNS,mistralai/mistral-small-3.2-24b-instruct,,full_text + noisy_diagram[bg_change],0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,,,,
MODEL_CASE_AVG_ACROSS_RUNS,mistralai/mistral-small-3.2-24b-instruct,,full_text + noisy_diagram[blur],0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,,,,
MODEL_CASE_AVG_ACROSS_RUNS,mistralai/mistral-small-3.2-24b-instruct,,full_text + noisy_diagram[illumination],0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,,,,
MODEL_CASE_AVG_ACROSS_RUNS,mistralai/mistral-small-3.2-24b-instruct,,full_text + noisy_diagram[irr_objects],0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,,,,
MODEL_CASE_AVG_ACROSS_RUNS,mistralai/mistral-small-3.2-24b-instruct,,full_text + noisy_diagram[pixel_noise],0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,,,,
MODEL_CASE_AVG_ACROSS_RUNS,mistralai/mistral-small-3.2-24b-instruct,,noisy_half_text[numeric] + half_diagram,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,,,,
MODEL_CASE_AVG_ACROSS_RUNS,mistralai/mistral-small-3.2-24b-instruct,,noisy_half_text[punctuation] + half_diagram,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,,,,
MODEL_CASE_AVG_ACROSS_RUNS,mistralai/mistral-small-3.2-24b-instruct,,noisy_half_text[sentence] + half_diagram,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,,,,
MODEL_CASE_AVG_ACROSS_RUNS,mistralai/mistral-small-3.2-24b-instruct,,noisy_half_text[typo] + half_diagram,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,,,,
MODEL_CASE_AVG_ACROSS_RUNS,mistralai/mistral-small-3.2-24b-instruct,,half_text + noisy_half_diagram[bg_change],0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,,,,
MODEL_CASE_AVG_ACROSS_RUNS,mistralai/mistral-small-3.2-24b-instruct,,half_text + noisy_half_diagram[blur],0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,,,,
MODEL_CASE_AVG_ACROSS_RUNS,mistralai/mistral-small-3.2-24b-instruct,,half_text + noisy_half_diagram[illumination],0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,,,,
MODEL_CASE_AVG_ACROSS_RUNS,mistralai/mistral-small-3.2-24b-instruct,,half_text + noisy_half_diagram[irr_objects],0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,,,,
MODEL_CASE_AVG_ACROSS_RUNS,mistralai/mistral-small-3.2-24b-instruct,,half_text + noisy_half_diagram[pixel_noise],0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,,,,
MODEL_RUN_ACCURACY_STATS,google/gemma-3-4b-it,,,,,,,,3,29.259,27.778,30.0,2.222,run-2,30.0,run-1,27.778
MODEL_RUN_ACCURACY_STATS,meta-llama/llama-4-scout,,,,,,,,3,51.481,50.0,52.222,2.222,run-1,52.222,run-2,50.0
MODEL_RUN_ACCURACY_STATS,mistralai/mistral-small-3.2-24b-instruct,,,,,,,,3,26.296,24.444,27.778,3.334,run-2,27.778,run-1,24.444
RUN,,Dataset_split\diagrams\Setting_1&2\FTFD,,810,289,521,35.679,64.321,,,,,,,,,
RUN_CASE,,Dataset_split\diagrams\Setting_1&2\FTFD,full_text + full_diagram,810,289,521,35.679,64.321,,,,,,,,,
RUN_CASE,,Dataset_split\diagrams\Setting_1&2\FTFD,half_text + half_diagram,0,0,0,0.0,0.0,,,,,,,,,
RUN_CASE,,Dataset_split\diagrams\Setting_1&2\FTFD,noisy_text[numeric] + full_diagram,0,0,0,0.0,0.0,,,,,,,,,
RUN_CASE,,Dataset_split\diagrams\Setting_1&2\FTFD,noisy_text[punctuation] + full_diagram,0,0,0,0.0,0.0,,,,,,,,,
RUN_CASE,,Dataset_split\diagrams\Setting_1&2\FTFD,noisy_text[sentence] + full_diagram,0,0,0,0.0,0.0,,,,,,,,,
RUN_CASE,,Dataset_split\diagrams\Setting_1&2\FTFD,noisy_text[typo] + full_diagram,0,0,0,0.0,0.0,,,,,,,,,
RUN_CASE,,Dataset_split\diagrams\Setting_1&2\FTFD,full_text + noisy_diagram[bg_change],0,0,0,0.0,0.0,,,,,,,,,
RUN_CASE,,Dataset_split\diagrams\Setting_1&2\FTFD,full_text + noisy_diagram[blur],0,0,0,0.0,0.0,,,,,,,,,
RUN_CASE,,Dataset_split\diagrams\Setting_1&2\FTFD,full_text + noisy_diagram[illumination],0,0,0,0.0,0.0,,,,,,,,,
RUN_CASE,,Dataset_split\diagrams\Setting_1&2\FTFD,full_text + noisy_diagram[irr_objects],0,0,0,0.0,0.0,,,,,,,,,
RUN_CASE,,Dataset_split\diagrams\Setting_1&2\FTFD,full_text + noisy_diagram[pixel_noise],0,0,0,0.0,0.0,,,,,,,,,
RUN_CASE,,Dataset_split\diagrams\Setting_1&2\FTFD,noisy_half_text[numeric] + half_diagram,0,0,0,0.0,0.0,,,,,,,,,
RUN_CASE,,Dataset_split\diagrams\Setting_1&2\FTFD,noisy_half_text[punctuation] + half_diagram,0,0,0,0.0,0.0,,,,,,,,,
RUN_CASE,,Dataset_split\diagrams\Setting_1&2\FTFD,noisy_half_text[sentence] + half_diagram,0,0,0,0.0,0.0,,,,,,,,,
RUN_CASE,,Dataset_split\diagrams\Setting_1&2\FTFD,noisy_half_text[typo] + half_diagram,0,0,0,0.0,0.0,,,,,,,,,
RUN_CASE,,Dataset_split\diagrams\Setting_1&2\FTFD,half_text + noisy_half_diagram[bg_change],0,0,0,0.0,0.0,,,,,,,,,
RUN_CASE,,Dataset_split\diagrams\Setting_1&2\FTFD,half_text + noisy_half_diagram[blur],0,0,0,0.0,0.0,,,,,,,,,
RUN_CASE,,Dataset_split\diagrams\Setting_1&2\FTFD,half_text + noisy_half_diagram[illumination],0,0,0,0.0,0.0,,,,,,,,,
RUN_CASE,,Dataset_split\diagrams\Setting_1&2\FTFD,half_text + noisy_half_diagram[irr_objects],0,0,0,0.0,0.0,,,,,,,,,
RUN_CASE,,Dataset_split\diagrams\Setting_1&2\FTFD,half_text + noisy_half_diagram[pixel_noise],0,0,0,0.0,0.0,,,,,,,,,
CASE_ALL_RUNS,,,full_text + full_diagram,810,289,521,35.679,64.321,,,,,,,,,
CASE_ALL_RUNS,,,half_text + half_diagram,0,0,0,0.0,0.0,,,,,,,,,
CASE_ALL_RUNS,,,noisy_text[numeric] + full_diagram,0,0,0,0.0,0.0,,,,,,,,,
CASE_ALL_RUNS,,,noisy_text[punctuation] + full_diagram,0,0,0,0.0,0.0,,,,,,,,,
CASE_ALL_RUNS,,,noisy_text[sentence] + full_diagram,0,0,0,0.0,0.0,,,,,,,,,
CASE_ALL_RUNS,,,noisy_text[typo] + full_diagram,0,0,0,0.0,0.0,,,,,,,,,
CASE_ALL_RUNS,,,full_text + noisy_diagram[bg_change],0,0,0,0.0,0.0,,,,,,,,,
CASE_ALL_RUNS,,,full_text + noisy_diagram[blur],0,0,0,0.0,0.0,,,,,,,,,
CASE_ALL_RUNS,,,full_text + noisy_diagram[illumination],0,0,0,0.0,0.0,,,,,,,,,
CASE_ALL_RUNS,,,full_text + noisy_diagram[irr_objects],0,0,0,0.0,0.0,,,,,,,,,
CASE_ALL_RUNS,,,full_text + noisy_diagram[pixel_noise],0,0,0,0.0,0.0,,,,,,,,,
CASE_ALL_RUNS,,,noisy_half_text[numeric] + half_diagram,0,0,0,0.0,0.0,,,,,,,,,
CASE_ALL_RUNS,,,noisy_half_text[punctuation] + half_diagram,0,0,0,0.0,0.0,,,,,,,,,
CASE_ALL_RUNS,,,noisy_half_text[sentence] + half_diagram,0,0,0,0.0,0.0,,,,,,,,,
CASE_ALL_RUNS,,,noisy_half_text[typo] + half_diagram,0,0,0,0.0,0.0,,,,,,,,,
CASE_ALL_RUNS,,,half_text + noisy_half_diagram[bg_change],0,0,0,0.0,0.0,,,,,,,,,
CASE_ALL_RUNS,,,half_text + noisy_half_diagram[blur],0,0,0,0.0,0.0,,,,,,,,,
CASE_ALL_RUNS,,,half_text + noisy_half_diagram[illumination],0,0,0,0.0,0.0,,,,,,,,,
CASE_ALL_RUNS,,,half_text + noisy_half_diagram[irr_objects],0,0,0,0.0,0.0,,,,,,,,,
CASE_ALL_RUNS,,,half_text + noisy_half_diagram[pixel_noise],0,0,0,0.0,0.0,,,,,,,,,
