run_folder,case_label,problem_index,ground_truth,predicted,correct,status
run-1-llama,noisy_half_text[sentence] + half_diagram,211,38,61°,0,OK
run-1-llama,noisy_half_text[sentence] + half_diagram,223,\sqrt{7},7,0,OK
run-1-llama,noisy_half_text[sentence] + half_diagram,239,8,4,0,OK_AFTER_JSON_REPAIR
run-1-llama,noisy_half_text[sentence] + half_diagram,243,1591,150x + 91 miles,0,OK
run-1-llama,noisy_half_text[sentence] + half_diagram,257,15,20_units,0,OK
run-1-llama,noisy_half_text[sentence] + half_diagram,264,60,100,0,OK
run-1-llama,noisy_half_text[sentence] + half_diagram,281,0.38,0.38,1,OK
run-1-llama,noisy_half_text[sentence] + half_diagram,327,11.8,6.4,0,OK_AFTER_JSON_REPAIR
run-1-llama,noisy_half_text[sentence] + half_diagram,348,285,260,0,OK
run-1-llama,noisy_half_text[sentence] + half_diagram,364,74.85,35.50,0,OK
run-1-llama,noisy_half_text[sentence] + half_diagram,365,23.9,23.4,0,OK
run-1-llama,noisy_half_text[sentence] + half_diagram,420,8,6,0,OK
run-1-llama,noisy_half_text[sentence] + half_diagram,432,8.246,5,0,OK
run-1-llama,noisy_half_text[sentence] + half_diagram,438,\frac{(x+3)^2}{25}-\frac{(y+3)^2}{25}=1,\frac{(y+3)^2}{a^2} - \frac{(x+3)^2}{b^2} = 1,0,OK
run-1-llama,noisy_half_text[sentence] + half_diagram,441,$\frac{4}{5}$,\frac{4}{5},1,OK
run-1-llama,noisy_half_text[sentence] + half_diagram,447,$\frac{20}{29}$,?,0,OK
run-1-llama,noisy_half_text[sentence] + half_diagram,449,$\frac{1}{x}$,1,0,OK
run-1-llama,noisy_half_text[sentence] + half_diagram,457,$(x-1)^{2}+(y-3)^{2}=36$,(x-h)^2 + (y-k)^2 = r^2,0,OK
run-1-llama,noisy_half_text[sentence] + half_diagram,472,"(0,0)",C,0,OK
run-1-llama,noisy_half_text[typo] + half_diagram,1,140°,80_deg,0,OK
run-1-llama,noisy_half_text[typo] + half_diagram,2,65°,50_deg,0,OK
run-1-llama,noisy_half_text[typo] + half_diagram,3,55°,70,0,OK
run-1-llama,noisy_half_text[typo] + half_diagram,4,27°,90_deg,0,OK
run-1-llama,noisy_half_text[typo] + half_diagram,7,45°,35,0,OK
run-1-llama,noisy_half_text[typo] + half_diagram,8,3cm,5.0_units,0,OK
run-1-llama,noisy_half_text[typo] + half_diagram,9,6cm,18.0,0,OK
run-1-llama,noisy_half_text[typo] + half_diagram,10,72°,90,0,OK
run-1-llama,noisy_half_text[typo] + half_diagram,11,84°,96_deg,0,OK
run-1-llama,noisy_half_text[typo] + half_diagram,14,55°,70_deg,0,OK
run-1-llama,noisy_half_text[typo] + half_diagram,16,25°,25_deg,1,OK
run-1-llama,noisy_half_text[typo] + half_diagram,17,65°,65_deg,1,OK
run-1-llama,noisy_half_text[typo] + half_diagram,20,20°,20_deg,1,OK
run-1-llama,noisy_half_text[typo] + half_diagram,22,62°,28°,0,OK
run-1-llama,noisy_half_text[typo] + half_diagram,25,65°,50_deg,0,OK
run-1-llama,noisy_half_text[typo] + half_diagram,26,12,22.0_m,0,OK
run-1-llama,noisy_half_text[typo] + half_diagram,29,115°,90,0,OK
run-1-llama,noisy_half_text[typo] + half_diagram,30,60°,60_deg,1,OK
run-1-llama,noisy_half_text[typo] + half_diagram,32,76°,52_deg,0,OK
run-1-llama,noisy_half_text[typo] + half_diagram,34,80°,100_deg,0,OK
run-1-llama,noisy_half_text[typo] + half_diagram,36,20°,40_deg,0,OK
run-1-llama,noisy_half_text[typo] + half_diagram,37,25°,25_deg,1,OK
run-1-llama,noisy_half_text[typo] + half_diagram,38,40°,70_deg,0,OK
run-1-llama,noisy_half_text[typo] + half_diagram,40,50°,50_deg,1,OK
run-1-llama,noisy_half_text[typo] + half_diagram,43,40°,50_deg,0,OK
run-1-llama,noisy_half_text[typo] + half_diagram,44,9m,1.5,0,OK
run-1-llama,noisy_half_text[typo] + half_diagram,45,70°,70,1,OK
run-1-llama,noisy_half_text[typo] + half_diagram,46,110°,70_deg,0,OK
run-1-llama,noisy_half_text[typo] + half_diagram,48,130°,50_deg,0,OK
run-1-llama,noisy_half_text[typo] + half_diagram,49,100°,67.5_deg,0,OK
run-1-llama,noisy_half_text[typo] + half_diagram,50,140°,40_deg,0,OK
run-1-llama,noisy_half_text[typo] + half_diagram,53,55°,25,0,OK
run-1-llama,noisy_half_text[typo] + half_diagram,55,55°,35,0,OK
run-1-llama,noisy_half_text[typo] + half_diagram,56,40°,40_deg,1,OK
run-1-llama,noisy_half_text[typo] + half_diagram,57,20°,20_deg,1,OK
run-1-llama,noisy_half_text[typo] + half_diagram,58,55°,55_deg,1,OK
run-1-llama,noisy_half_text[typo] + half_diagram,59,50°,80,0,OK
run-1-llama,noisy_half_text[typo] + half_diagram,60,45°,45_deg,1,OK
run-1-llama,noisy_half_text[typo] + half_diagram,64,40cm,80,0,OK
run-1-llama,noisy_half_text[typo] + half_diagram,72,8cm,8,1,OK
run-1-llama,noisy_half_text[typo] + half_diagram,73,140°,70,0,OK
run-1-llama,noisy_half_text[typo] + half_diagram,78,125°,90,0,OK
run-1-llama,noisy_half_text[typo] + half_diagram,79,16cm,16,1,OK
run-1-llama,noisy_half_text[typo] + half_diagram,81,25°,40_deg,0,OK
run-1-llama,noisy_half_text[typo] + half_diagram,84,√{3},1,0,OK
run-1-llama,noisy_half_text[typo] + half_diagram,86,2√{3},2,0,OK
run-1-llama,noisy_half_text[typo] + half_diagram,88,128°,80_deg,0,OK
run-1-llama,noisy_half_text[typo] + half_diagram,95,30°,30_deg,1,OK
run-1-llama,noisy_half_text[typo] + half_diagram,99,64°,64,1,OK
run-1-llama,noisy_half_text[typo] + half_diagram,108,8m,8.0_units,1,OK
run-1-llama,noisy_half_text[typo] + half_diagram,109,40°,40,1,OK
run-1-llama,noisy_half_text[typo] + half_diagram,112,2.4,2.4,1,OK
run-1-llama,noisy_half_text[typo] + half_diagram,114,\frac{1}{2}cm^{2},0.25,0,OK
run-1-llama,noisy_half_text[typo] + half_diagram,115,4πcm,12_units,0,OK
run-1-llama,noisy_half_text[typo] + half_diagram,117,2√{2}cm,cannot be determined,0,OK
run-1-llama,noisy_half_text[typo] + half_diagram,119,240cm^{2},300.0,0,OK_AFTER_JSON_REPAIR
run-1-llama,noisy_half_text[typo] + half_diagram,120,9πcm^{2},16,0,OK_AFTER_JSON_REPAIR
run-1-llama,noisy_half_text[typo] + half_diagram,123,15π,12π,0,OK
run-1-llama,noisy_half_text[typo] + half_diagram,128,4cm,6_units,0,OK
run-1-llama,noisy_half_text[typo] + half_diagram,132,10.2m,Cannot determine,0,OK
run-1-llama,noisy_half_text[typo] + half_diagram,133,120m,60.0_m,0,OK
run-1-llama,noisy_half_text[typo] + half_diagram,149,\frac{20}{3},6.0,0,OK
run-1-llama,noisy_half_text[typo] + half_diagram,150,\frac{40}{7}m,3.0_units,0,OK
run-1-llama,noisy_half_text[typo] + half_diagram,151,5.1,8,0,OK
run-1-llama,noisy_half_text[typo] + half_diagram,152,4m,2.0_units,0,OK
run-1-llama,noisy_half_text[typo] + half_diagram,153,1.5m,No direct information,0,OK
run-1-llama,noisy_half_text[typo] + half_diagram,157,\frac{3}{5},0.6,1,OK
run-1-llama,noisy_half_text[typo] + half_diagram,165,\frac{√{3}}{2},0.5,0,OK
run-1-llama,noisy_half_text[typo] + half_diagram,198,60,60,1,OK
run-1-llama,noisy_half_text[typo] + half_diagram,207,157.1,171.9,0,OK
run-1-llama,noisy_half_text[typo] + half_diagram,210,15,13_units,0,OK
run-1-llama,noisy_half_text[typo] + half_diagram,211,38,38°,1,OK
run-1-llama,noisy_half_text[typo] + half_diagram,223,\sqrt{7},3√2,0,OK
run-1-llama,noisy_half_text[typo] + half_diagram,239,8,4,0,OK
run-1-llama,noisy_half_text[typo] + half_diagram,243,1591,1540,0,OK
run-1-llama,noisy_half_text[typo] + half_diagram,257,15,7_units,0,OK
run-1-llama,noisy_half_text[typo] + half_diagram,264,60,100,0,OK
run-1-llama,noisy_half_text[typo] + half_diagram,281,0.38,0.38,1,OK
run-1-llama,noisy_half_text[typo] + half_diagram,327,11.8,10.7,0,OK_AFTER_JSON_REPAIR
run-1-llama,noisy_half_text[typo] + half_diagram,348,285,246,0,OK
run-1-llama,noisy_half_text[typo] + half_diagram,364,74.85,36.40,0,OK
run-1-llama,noisy_half_text[typo] + half_diagram,365,23.9,22.2,0,OK
run-1-llama,noisy_half_text[typo] + half_diagram,420,8,6_cm,0,OK
run-1-llama,noisy_half_text[typo] + half_diagram,432,8.246,sqrt(73),0,OK
run-1-llama,noisy_half_text[typo] + half_diagram,438,\frac{(x+3)^2}{25}-\frac{(y+3)^2}{25}=1,(x - C)^2/a^2 - (y - C)^2/b^2 = 1,0,OK
run-1-llama,noisy_half_text[typo] + half_diagram,441,$\frac{4}{5}$,4/5,1,OK
run-1-llama,noisy_half_text[typo] + half_diagram,447,$\frac{20}{29}$,20/29,1,OK
run-1-llama,noisy_half_text[typo] + half_diagram,449,$\frac{1}{x}$,1,0,OK
run-1-llama,noisy_half_text[typo] + half_diagram,457,$(x-1)^{2}+(y-3)^{2}=36$,(x-h)^2 + (y-k)^2 = r^2,0,OK
run-1-llama,noisy_half_text[typo] + half_diagram,472,"(0,0)","(0, 0)",1,OK
run-1-llama,noisy_text[numeric] + full_diagram,1,140°,60_deg,0,OK
run-1-llama,noisy_text[numeric] + full_diagram,2,65°,50_deg,0,OK
run-1-llama,noisy_text[numeric] + full_diagram,3,55°,55_deg,1,OK
run-1-llama,noisy_text[numeric] + full_diagram,4,27°,36_deg,0,OK
run-1-llama,noisy_text[numeric] + full_diagram,7,45°,35_deg,0,OK
run-1-llama,noisy_text[numeric] + full_diagram,8,3cm,5.0_units,0,OK
run-1-llama,noisy_text[numeric] + full_diagram,9,6cm,12.0,0,OK
run-1-llama,noisy_text[numeric] + full_diagram,10,72°,72,1,OK
run-1-llama,noisy_text[numeric] + full_diagram,11,84°,60_deg,0,OK
run-1-llama,noisy_text[numeric] + full_diagram,14,55°,35,0,OK
run-1-llama,noisy_text[numeric] + full_diagram,16,25°,25,1,OK
run-1-llama,noisy_text[numeric] + full_diagram,17,65°,65_deg,1,OK
run-1-llama,noisy_text[numeric] + full_diagram,20,20°,40_deg,0,OK
run-1-llama,noisy_text[numeric] + full_diagram,22,62°,28_deg,0,OK
run-1-llama,noisy_text[numeric] + full_diagram,25,65°,50_deg,0,OK
run-1-llama,noisy_text[numeric] + full_diagram,26,12,8m,0,OK
run-1-llama,noisy_text[numeric] + full_diagram,29,115°,90,0,OK
run-1-llama,noisy_text[numeric] + full_diagram,30,60°,60_deg,1,OK
run-1-llama,noisy_text[numeric] + full_diagram,32,76°,52,0,OK
run-1-llama,noisy_text[numeric] + full_diagram,34,80°,100_deg,0,OK
run-1-llama,noisy_text[numeric] + full_diagram,36,20°,25_deg,0,OK
run-1-llama,noisy_text[numeric] + full_diagram,37,25°,50_deg,0,OK
run-1-llama,noisy_text[numeric] + full_diagram,38,40°,70_deg,0,OK
run-1-llama,noisy_text[numeric] + full_diagram,40,50°,50_deg,1,OK
run-1-llama,noisy_text[numeric] + full_diagram,43,40°,70_deg,0,OK
run-1-llama,noisy_text[numeric] + full_diagram,44,9m,30,0,OK
run-1-llama,noisy_text[numeric] + full_diagram,45,70°,70_deg,1,OK
run-1-llama,noisy_text[numeric] + full_diagram,46,110°,70_deg,0,OK
run-1-llama,noisy_text[numeric] + full_diagram,48,130°,50_deg,0,OK
run-1-llama,noisy_text[numeric] + full_diagram,49,100°,35_deg,0,OK
run-1-llama,noisy_text[numeric] + full_diagram,50,140°,40_deg,0,OK
run-1-llama,noisy_text[numeric] + full_diagram,53,55°,55_deg,1,OK
run-1-llama,noisy_text[numeric] + full_diagram,55,55°,35,0,OK
run-1-llama,noisy_text[numeric] + full_diagram,56,40°,20,0,OK
run-1-llama,noisy_text[numeric] + full_diagram,57,20°,20_deg,1,OK
run-1-llama,noisy_text[numeric] + full_diagram,58,55°,55_deg,1,OK
run-1-llama,noisy_text[numeric] + full_diagram,59,50°,80,0,OK
run-1-llama,noisy_text[numeric] + full_diagram,60,45°,45_deg,1,OK
run-1-llama,noisy_text[numeric] + full_diagram,64,40cm,80,0,OK
run-1-llama,noisy_text[numeric] + full_diagram,72,8cm,8_units,1,OK
run-1-llama,noisy_text[numeric] + full_diagram,73,140°,120,0,OK
run-1-llama,noisy_text[numeric] + full_diagram,78,125°,70_deg,0,OK
run-1-llama,noisy_text[numeric] + full_diagram,79,16cm,32_units,0,OK
run-1-llama,noisy_text[numeric] + full_diagram,81,25°,40_deg,0,OK
run-1-llama,noisy_text[numeric] + full_diagram,84,√{3},1.0_units,0,OK
run-1-llama,noisy_text[numeric] + full_diagram,86,2√{3},2_units,0,OK
run-1-llama,noisy_text[numeric] + full_diagram,88,128°,80_deg,0,OK
run-1-llama,noisy_text[numeric] + full_diagram,95,30°,60_deg,0,OK
run-1-llama,noisy_text[numeric] + full_diagram,99,64°,90,0,OK
run-1-llama,noisy_text[numeric] + full_diagram,108,8m,8.0_units,1,OK
run-1-llama,noisy_text[numeric] + full_diagram,109,40°,40_deg,1,OK
run-1-llama,noisy_text[numeric] + full_diagram,112,2.4,0.7,0,OK
run-1-llama,noisy_text[numeric] + full_diagram,114,\frac{1}{2}cm^{2},0.25,0,OK
run-1-llama,noisy_text[numeric] + full_diagram,115,4πcm,12.566,0,OK
run-1-llama,noisy_text[numeric] + full_diagram,117,2√{2}cm,sqrt(27),0,OK
run-1-llama,noisy_text[numeric] + full_diagram,119,240cm^{2},24.0_cm,0,OK
run-1-llama,noisy_text[numeric] + full_diagram,120,9πcm^{2},16.0π,0,OK
run-1-llama,noisy_text[numeric] + full_diagram,123,15π,12π,0,OK
run-1-llama,noisy_text[numeric] + full_diagram,128,4cm,6_units,0,OK
run-1-llama,noisy_text[numeric] + full_diagram,132,10.2m,Cannot determine,0,OK
run-1-llama,noisy_text[numeric] + full_diagram,133,120m,60.0_m,0,OK
run-1-llama,noisy_text[numeric] + full_diagram,149,\frac{20}{3},unknown,0,OK
run-1-llama,noisy_text[numeric] + full_diagram,150,\frac{40}{7}m,"BC = sqrt( (2 + 7/3)^2 - (9)^2 ) is not computable with given data. However BC = sqrt( (BD^2 + CE^2) - (DE^2) ) is also not computable. But,  using Pythagoras on right triangle BDC or BCE doesn't work directly. However, given that (BD, perpendicular_to, BC) and (CE, perpendicular_to, BC),  and assuming points are in 2D space,  we can deduce BC using (AB, has_measure, 2), (BD, has_measure, 7/3) and collinearity.",0,OK
run-1-llama,noisy_text[numeric] + full_diagram,151,5.1,20,0,OK_AFTER_JSON_REPAIR
run-1-llama,noisy_text[numeric] + full_diagram,152,4m,2.5,0,OK
run-1-llama,noisy_text[numeric] + full_diagram,153,1.5m,1,0,OK
run-1-llama,noisy_text[numeric] + full_diagram,157,\frac{3}{5},4/5,0,OK
run-1-llama,noisy_text[numeric] + full_diagram,165,\frac{√{3}}{2},0.5,0,OK
run-1-llama,noisy_text[numeric] + full_diagram,198,60,60,1,OK
run-1-llama,noisy_text[numeric] + full_diagram,207,157.1,114.2,0,OK
run-1-llama,noisy_text[numeric] + full_diagram,210,15,20_units,0,OK
run-1-llama,noisy_text[numeric] + full_diagram,211,38,71°,0,OK
run-1-llama,noisy_text[numeric] + full_diagram,223,\sqrt{7},5,0,OK
run-1-llama,noisy_text[numeric] + full_diagram,239,8,4,0,OK
run-1-llama,noisy_text[numeric] + full_diagram,243,1591,1518,0,OK
run-1-llama,noisy_text[numeric] + full_diagram,257,15,20_units,0,OK
run-1-llama,noisy_text[numeric] + full_diagram,264,60,100,0,OK
run-1-llama,noisy_text[numeric] + full_diagram,281,0.38,0.38,1,OK
run-1-llama,noisy_text[numeric] + full_diagram,327,11.8,8.5,0,OK
run-1-llama,noisy_text[numeric] + full_diagram,348,285,198,0,OK
run-1-llama,noisy_text[numeric] + full_diagram,364,74.85,35.50,0,OK
run-1-llama,noisy_text[numeric] + full_diagram,365,23.9,30.0,0,OK
run-1-llama,noisy_text[numeric] + full_diagram,420,8,6,0,OK
run-1-llama,noisy_text[numeric] + full_diagram,432,8.246,10,0,OK
run-1-llama,noisy_text[numeric] + full_diagram,438,\frac{(x+3)^2}{25}-\frac{(y+3)^2}{25}=1,(x+3)^2/25 - (y+3)^2/0 = 1,0,OK_AFTER_JSON_REPAIR
run-1-llama,noisy_text[numeric] + full_diagram,441,$\frac{4}{5}$,4/5,1,OK
run-1-llama,noisy_text[numeric] + full_diagram,447,$\frac{20}{29}$,cos(a) = P,0,OK
run-1-llama,noisy_text[numeric] + full_diagram,449,$\frac{1}{x}$,2,0,OK
run-1-llama,noisy_text[numeric] + full_diagram,457,$(x-1)^{2}+(y-3)^{2}=36$,(x-1)^2 + (y-3)^2 = 36,1,OK
run-1-llama,noisy_text[numeric] + full_diagram,472,"(0,0)",0,0,OK
run-1-llama,noisy_text[punctuation] + full_diagram,1,140°,20_deg,0,OK
run-1-llama,noisy_text[punctuation] + full_diagram,2,65°,50_deg,0,OK
run-1-llama,noisy_text[punctuation] + full_diagram,3,55°,70,0,OK
run-1-llama,noisy_text[punctuation] + full_diagram,4,27°,72_deg,0,OK
run-1-llama,noisy_text[punctuation] + full_diagram,7,45°,35_deg,0,OK
run-1-llama,noisy_text[punctuation] + full_diagram,8,3cm,5.0_units,0,OK
run-1-llama,noisy_text[punctuation] + full_diagram,9,6cm,12.0_units,0,OK
run-1-llama,noisy_text[punctuation] + full_diagram,10,72°,90,0,OK
run-1-llama,noisy_text[punctuation] + full_diagram,11,84°,36_deg,0,OK
run-1-llama,noisy_text[punctuation] + full_diagram,14,55°,35_deg,0,OK
run-1-llama,noisy_text[punctuation] + full_diagram,16,25°,25_deg,1,OK
run-1-llama,noisy_text[punctuation] + full_diagram,17,65°,65_deg,1,OK
run-1-llama,noisy_text[punctuation] + full_diagram,20,20°,70_deg,0,OK
run-1-llama,noisy_text[punctuation] + full_diagram,22,62°,90,0,OK
run-1-llama,noisy_text[punctuation] + full_diagram,25,65°,50_deg,0,OK
run-1-llama,noisy_text[punctuation] + full_diagram,26,12,3.2m,0,OK
run-1-llama,noisy_text[punctuation] + full_diagram,29,115°,90,0,OK
run-1-llama,noisy_text[punctuation] + full_diagram,30,60°,60_deg,1,OK
run-1-llama,noisy_text[punctuation] + full_diagram,32,76°,52_deg,0,OK
run-1-llama,noisy_text[punctuation] + full_diagram,34,80°,100_deg,0,OK
run-1-llama,noisy_text[punctuation] + full_diagram,36,20°,40,0,OK
run-1-llama,noisy_text[punctuation] + full_diagram,37,25°,50,0,OK
run-1-llama,noisy_text[punctuation] + full_diagram,38,40°,70_deg,0,OK
run-1-llama,noisy_text[punctuation] + full_diagram,40,50°,50_deg,1,OK
run-1-llama,noisy_text[punctuation] + full_diagram,43,40°,70_deg,0,OK
run-1-llama,noisy_text[punctuation] + full_diagram,44,9m,1.5,0,OK
run-1-llama,noisy_text[punctuation] + full_diagram,45,70°,70_deg,1,OK
run-1-llama,noisy_text[punctuation] + full_diagram,46,110°,70_deg,0,OK
run-1-llama,noisy_text[punctuation] + full_diagram,48,130°,50_deg,0,OK
run-1-llama,noisy_text[punctuation] + full_diagram,49,100°,95_deg,0,OK
run-1-llama,noisy_text[punctuation] + full_diagram,50,140°,40_deg,0,OK
run-1-llama,noisy_text[punctuation] + full_diagram,53,55°,55_deg,1,OK
run-1-llama,noisy_text[punctuation] + full_diagram,55,55°,45,0,OK
run-1-llama,noisy_text[punctuation] + full_diagram,56,40°,20,0,OK
run-1-llama,noisy_text[punctuation] + full_diagram,57,20°,160,0,OK
run-1-llama,noisy_text[punctuation] + full_diagram,58,55°,35,0,OK
run-1-llama,noisy_text[punctuation] + full_diagram,59,50°,80,0,OK
run-1-llama,noisy_text[punctuation] + full_diagram,60,45°,45_deg,1,OK
run-1-llama,noisy_text[punctuation] + full_diagram,64,40cm,80,0,OK
run-1-llama,noisy_text[punctuation] + full_diagram,72,8cm,10,0,OK
run-1-llama,noisy_text[punctuation] + full_diagram,73,140°,0,0,OK
run-1-llama,noisy_text[punctuation] + full_diagram,78,125°,70_deg,0,OK
run-1-llama,noisy_text[punctuation] + full_diagram,79,16cm,32,0,OK
run-1-llama,noisy_text[punctuation] + full_diagram,81,25°,40_deg,0,OK
run-1-llama,noisy_text[punctuation] + full_diagram,84,√{3},1.0,0,OK
run-1-llama,noisy_text[punctuation] + full_diagram,86,2√{3},2,0,OK
run-1-llama,noisy_text[punctuation] + full_diagram,88,128°,80_deg,0,OK
run-1-llama,noisy_text[punctuation] + full_diagram,95,30°,30_deg,1,OK
run-1-llama,noisy_text[punctuation] + full_diagram,99,64°,26_deg,0,OK
run-1-llama,noisy_text[punctuation] + full_diagram,108,8m,8.0,1,OK
run-1-llama,noisy_text[punctuation] + full_diagram,109,40°,40_deg,1,OK
run-1-llama,noisy_text[punctuation] + full_diagram,112,2.4,1.2,0,OK
run-1-llama,noisy_text[punctuation] + full_diagram,114,\frac{1}{2}cm^{2},0.25,0,OK
run-1-llama,noisy_text[punctuation] + full_diagram,115,4πcm,18,0,OK
run-1-llama,noisy_text[punctuation] + full_diagram,117,2√{2}cm,3.0,0,OK
run-1-llama,noisy_text[punctuation] + full_diagram,119,240cm^{2},24,0,OK
run-1-llama,noisy_text[punctuation] + full_diagram,120,9πcm^{2},πr^2,0,OK
run-1-llama,noisy_text[punctuation] + full_diagram,123,15π,12π,0,OK_AFTER_JSON_REPAIR
run-1-llama,noisy_text[punctuation] + full_diagram,128,4cm,6_units,0,OK
run-1-llama,noisy_text[punctuation] + full_diagram,132,10.2m,12.0_units,0,OK
run-1-llama,noisy_text[punctuation] + full_diagram,133,120m,80.0 m,0,OK
run-1-llama,noisy_text[punctuation] + full_diagram,149,\frac{20}{3},Unknown,0,OK
run-1-llama,noisy_text[punctuation] + full_diagram,150,\frac{40}{7}m,5,0,OK
run-1-llama,noisy_text[punctuation] + full_diagram,151,5.1,1.7_units,0,OK
run-1-llama,noisy_text[punctuation] + full_diagram,152,4m,2.5,0,OK
run-1-llama,noisy_text[punctuation] + full_diagram,153,1.5m,1,0,OK
run-1-llama,noisy_text[punctuation] + full_diagram,157,\frac{3}{5},0.6,1,OK
run-1-llama,noisy_text[punctuation] + full_diagram,165,\frac{√{3}}{2},0.5,0,OK
run-1-llama,noisy_text[punctuation] + full_diagram,198,60,60,1,OK
run-1-llama,noisy_text[punctuation] + full_diagram,207,157.1,43.9,0,OK
run-1-llama,noisy_text[punctuation] + full_diagram,210,15,15_units,1,OK
run-1-llama,noisy_text[punctuation] + full_diagram,211,38,33°,0,OK
run-1-llama,noisy_text[punctuation] + full_diagram,223,\sqrt{7},4_units,0,OK
run-1-llama,noisy_text[punctuation] + full_diagram,239,8,4,0,OK
run-1-llama,noisy_text[punctuation] + full_diagram,243,1591,1176,0,OK_AFTER_JSON_REPAIR
run-1-llama,noisy_text[punctuation] + full_diagram,257,15,13,0,OK
run-1-llama,noisy_text[punctuation] + full_diagram,264,60,80,0,OK
run-1-llama,noisy_text[punctuation] + full_diagram,281,0.38,0.62,0,OK
run-1-llama,noisy_text[punctuation] + full_diagram,327,11.8,15.2,0,OK
run-1-llama,noisy_text[punctuation] + full_diagram,348,285,177,0,OK
run-1-llama,noisy_text[punctuation] + full_diagram,364,74.85,65.90,0,OK
run-1-llama,noisy_text[punctuation] + full_diagram,365,23.9,30.0,0,OK
run-1-llama,noisy_text[punctuation] + full_diagram,420,8,8 cm,1,OK
run-1-llama,noisy_text[punctuation] + full_diagram,432,8.246,5,0,OK_AFTER_JSON_REPAIR
run-1-llama,noisy_text[punctuation] + full_diagram,438,\frac{(x+3)^2}{25}-\frac{(y+3)^2}{25}=1,(y+3)^2/25 - (x+3)^2/75 = 1,0,OK
run-1-llama,noisy_text[punctuation] + full_diagram,441,$\frac{4}{5}$,4/5,1,OK
run-1-llama,noisy_text[punctuation] + full_diagram,447,$\frac{20}{29}$,\frac{20}{29},1,OK
run-1-llama,noisy_text[punctuation] + full_diagram,449,$\frac{1}{x}$,1,0,OK
run-1-llama,noisy_text[punctuation] + full_diagram,457,$(x-1)^{2}+(y-3)^{2}=36$,(x-h)^2 + (y-k)^2 = 36,0,OK
run-1-llama,noisy_text[punctuation] + full_diagram,472,"(0,0)","(0, 7)",0,OK
run-1-llama,noisy_text[sentence] + full_diagram,1,140°,60_deg,0,OK
run-1-llama,noisy_text[sentence] + full_diagram,2,65°,40,0,OK
run-1-llama,noisy_text[sentence] + full_diagram,3,55°,70_deg,0,OK
run-1-llama,noisy_text[sentence] + full_diagram,4,27°,54_deg,0,OK
run-1-llama,noisy_text[sentence] + full_diagram,7,45°,35,0,OK
run-1-llama,noisy_text[sentence] + full_diagram,8,3cm,5.0,0,OK
run-1-llama,noisy_text[sentence] + full_diagram,9,6cm,6.0_units,1,OK
run-1-llama,noisy_text[sentence] + full_diagram,10,72°,72_deg,1,OK
run-1-llama,noisy_text[sentence] + full_diagram,11,84°,84_deg,1,OK
run-1-llama,noisy_text[sentence] + full_diagram,14,55°,110_deg,0,OK
run-1-llama,noisy_text[sentence] + full_diagram,16,25°,50_deg,0,OK
run-1-llama,noisy_text[sentence] + full_diagram,17,65°,65°,1,OK
run-1-llama,noisy_text[sentence] + full_diagram,20,20°,90,0,OK
run-1-llama,noisy_text[sentence] + full_diagram,22,62°,28_deg,0,OK
run-1-llama,noisy_text[sentence] + full_diagram,25,65°,50_deg,0,OK
run-1-llama,noisy_text[sentence] + full_diagram,26,12,22m,0,OK
run-1-llama,noisy_text[sentence] + full_diagram,29,115°,90_deg,0,OK
run-1-llama,noisy_text[sentence] + full_diagram,30,60°,60_deg,1,OK
run-1-llama,noisy_text[sentence] + full_diagram,32,76°,52,0,OK
run-1-llama,noisy_text[sentence] + full_diagram,34,80°,100_deg,0,OK
run-1-llama,noisy_text[sentence] + full_diagram,36,20°,25_deg,0,OK
run-1-llama,noisy_text[sentence] + full_diagram,37,25°,50_deg,0,OK
run-1-llama,noisy_text[sentence] + full_diagram,38,40°,70,0,OK
run-1-llama,noisy_text[sentence] + full_diagram,40,50°,50_deg,1,OK
run-1-llama,noisy_text[sentence] + full_diagram,43,40°,70_deg,0,OK
run-1-llama,noisy_text[sentence] + full_diagram,44,9m,1.5,0,OK
run-1-llama,noisy_text[sentence] + full_diagram,45,70°,70_deg,1,OK
run-1-llama,noisy_text[sentence] + full_diagram,46,110°,110_deg,1,OK
run-1-llama,noisy_text[sentence] + full_diagram,48,130°,50_deg,0,OK
run-1-llama,noisy_text[sentence] + full_diagram,49,100°,35_deg,0,OK
run-1-llama,noisy_text[sentence] + full_diagram,50,140°,90_deg,0,OK
run-1-llama,noisy_text[sentence] + full_diagram,53,55°,55_deg,1,OK
run-1-llama,noisy_text[sentence] + full_diagram,55,55°,90,0,OK
run-1-llama,noisy_text[sentence] + full_diagram,56,40°,20_deg,0,OK
run-1-llama,noisy_text[sentence] + full_diagram,57,20°,20_deg,1,OK
run-1-llama,noisy_text[sentence] + full_diagram,58,55°,55_deg,1,OK
run-1-llama,noisy_text[sentence] + full_diagram,59,50°,100_deg,0,OK
run-1-llama,noisy_text[sentence] + full_diagram,60,45°,45°,1,OK
run-1-llama,noisy_text[sentence] + full_diagram,64,40cm,160,0,OK
run-1-llama,noisy_text[sentence] + full_diagram,72,8cm,8_units,1,OK
run-1-llama,noisy_text[sentence] + full_diagram,73,140°,70,0,OK
run-1-llama,noisy_text[sentence] + full_diagram,78,125°,70_deg,0,OK
run-1-llama,noisy_text[sentence] + full_diagram,79,16cm,15,0,OK
run-1-llama,noisy_text[sentence] + full_diagram,81,25°,40_deg,0,OK
