run_folder,case_label,problem_index,ground_truth,predicted,correct,status
run-1-llama,noisy_half_text[numeric] + half_diagram,81,25°,90 degrees,0,OK_AFTER_JSON_REPAIR
run-1-llama,noisy_half_text[numeric] + half_diagram,84,√{3},BC,0,OK
run-1-llama,noisy_half_text[numeric] + half_diagram,86,2√{3},2,0,OK
run-1-llama,noisy_half_text[numeric] + half_diagram,88,128°,68,0,OK_AFTER_JSON_REPAIR
run-1-llama,noisy_half_text[numeric] + half_diagram,95,30°,90_deg,0,OK
run-1-llama,noisy_half_text[numeric] + half_diagram,99,64°,26_deg,0,OK
run-1-llama,noisy_half_text[numeric] + half_diagram,108,8m,8.0_units,0,OK
run-1-llama,noisy_half_text[numeric] + half_diagram,109,40°,130 degrees,0,OK
run-1-llama,noisy_half_text[numeric] + half_diagram,112,2.4,0.7,0,OK
run-1-llama,noisy_half_text[numeric] + half_diagram,114,\frac{1}{2}cm^{2},0.75,0,OK
run-1-llama,noisy_half_text[numeric] + half_diagram,115,4πcm,120.0,0,OK
run-1-llama,noisy_half_text[numeric] + half_diagram,117,2√{2}cm,3,0,OK
run-1-llama,noisy_half_text[numeric] + half_diagram,119,240cm^{2},120,0,OK
run-1-llama,noisy_half_text[numeric] + half_diagram,120,9πcm^{2},Unknown,0,OK
run-1-llama,noisy_half_text[numeric] + half_diagram,123,15π,6.0,0,OK
run-1-llama,noisy_half_text[numeric] + half_diagram,128,4cm,12,0,OK_AFTER_JSON_REPAIR
run-1-llama,noisy_half_text[numeric] + half_diagram,132,10.2m,3.8 units,0,OK_AFTER_JSON_REPAIR
run-1-llama,noisy_half_text[numeric] + half_diagram,133,120m,80.0_m,0,OK
run-1-llama,noisy_half_text[numeric] + half_diagram,149,\frac{20}{3},10.0_units,0,OK_AFTER_JSON_REPAIR
run-1-llama,noisy_half_text[numeric] + half_diagram,150,\frac{40}{7}m,7/3,0,OK
run-1-llama,noisy_half_text[numeric] + half_diagram,151,5.1,20 units,0,OK
run-1-llama,noisy_half_text[numeric] + half_diagram,152,4m,3.5,0,OK
run-1-llama,noisy_half_text[numeric] + half_diagram,153,1.5m,2.2 units,0,OK_AFTER_JSON_REPAIR
run-1-llama,noisy_half_text[numeric] + half_diagram,157,\frac{3}{5},4/5,0,OK
run-1-llama,noisy_half_text[numeric] + half_diagram,165,\frac{√{3}}{2},0.5,0,OK_AFTER_JSON_REPAIR
run-1-llama,noisy_half_text[numeric] + half_diagram,198,60,65,0,OK
run-1-llama,noisy_half_text[numeric] + half_diagram,207,157.1,0,0,OK_AFTER_JSON_REPAIR
run-1-llama,noisy_half_text[numeric] + half_diagram,210,15,16,0,OK
run-1-llama,noisy_half_text[numeric] + half_diagram,211,38,83_deg,0,OK
run-1-llama,noisy_half_text[numeric] + half_diagram,223,\sqrt{7},√7,0,OK_AFTER_JSON_REPAIR
run-1-llama,noisy_half_text[numeric] + half_diagram,239,8,20,0,OK_AFTER_JSON_REPAIR
run-1-llama,noisy_half_text[numeric] + half_diagram,243,1591,150x + 91,0,OK
run-1-llama,noisy_half_text[numeric] + half_diagram,257,15,17,0,OK_AFTER_JSON_REPAIR
run-1-llama,noisy_half_text[numeric] + half_diagram,264,60,20x,0,OK
run-1-llama,noisy_half_text[numeric] + half_diagram,281,0.38,0.19,0,OK
run-1-llama,noisy_half_text[numeric] + half_diagram,327,11.8,10.7,0,OK
run-1-llama,noisy_half_text[numeric] + half_diagram,348,285,198,0,OK
run-1-llama,noisy_half_text[numeric] + half_diagram,364,74.85,65.90,0,OK
run-1-llama,noisy_half_text[numeric] + half_diagram,365,23.9,10.0,0,OK
run-1-llama,noisy_half_text[numeric] + half_diagram,420,8,6 cm,0,OK
run-1-llama,noisy_half_text[numeric] + half_diagram,432,8.246,7,0,OK
run-1-llama,noisy_half_text[numeric] + half_diagram,438,\frac{(x+3)^2}{25}-\frac{(y+3)^2}{25}=1,The equation of the hyperbola is (x-2)^2 - (y+3)^2 = 25,0,OK_AFTER_JSON_REPAIR
run-1-llama,noisy_half_text[numeric] + half_diagram,441,$\frac{4}{5}$,3/5,0,OK
run-1-llama,noisy_half_text[numeric] + half_diagram,447,$\frac{20}{29}$,20/29,0,OK
run-1-llama,noisy_half_text[numeric] + half_diagram,449,$\frac{1}{x}$,1,0,OK
run-1-llama,noisy_half_text[numeric] + half_diagram,457,$(x-1)^{2}+(y-3)^{2}=36$,The equation of circle is in standard form.,0,OK
run-1-llama,noisy_half_text[numeric] + half_diagram,472,"(0,0)",A,0,OK
run-1-llama,noisy_half_text[punctuation] + half_diagram,1,140°,60_deg,0,OK
run-1-llama,noisy_half_text[punctuation] + half_diagram,2,65°,50 degrees,0,OK
run-1-llama,noisy_half_text[punctuation] + half_diagram,3,55°,70 degrees,0,OK
run-1-llama,noisy_half_text[punctuation] + half_diagram,4,27°,36_deg,0,OK
run-1-llama,noisy_half_text[punctuation] + half_diagram,7,45°,35_deg,0,OK
run-1-llama,noisy_half_text[punctuation] + half_diagram,8,3cm,5.0_units,0,OK
run-1-llama,noisy_half_text[punctuation] + half_diagram,9,6cm,12.0 units,0,OK_AFTER_JSON_REPAIR
run-1-llama,noisy_half_text[punctuation] + half_diagram,10,72°,36_deg,0,OK
run-1-llama,noisy_half_text[punctuation] + half_diagram,11,84°,36 degrees,0,OK
run-1-llama,noisy_half_text[punctuation] + half_diagram,14,55°,35 degrees,0,OK
run-1-llama,noisy_half_text[punctuation] + half_diagram,16,25°,50 degrees,0,OK
run-1-llama,noisy_half_text[punctuation] + half_diagram,17,65°,42_deg,0,OK
run-1-llama,noisy_half_text[punctuation] + half_diagram,20,20°,140,0,OK
run-1-llama,noisy_half_text[punctuation] + half_diagram,22,62°,28 degrees,0,OK
run-1-llama,noisy_half_text[punctuation] + half_diagram,25,65°,50 degrees,0,OK
run-1-llama,noisy_half_text[punctuation] + half_diagram,26,12,22.0m,0,OK
run-1-llama,noisy_half_text[punctuation] + half_diagram,29,115°,50 degrees,0,OK
run-1-llama,noisy_half_text[punctuation] + half_diagram,30,60°,30_deg,0,OK
run-1-llama,noisy_half_text[punctuation] + half_diagram,32,76°,52 degrees,0,OK
run-1-llama,noisy_half_text[punctuation] + half_diagram,34,80°,100 degrees,0,OK
run-1-llama,noisy_half_text[punctuation] + half_diagram,36,20°,50 degrees,0,OK
run-1-llama,noisy_half_text[punctuation] + half_diagram,37,25°,50_deg,0,OK
run-1-llama,noisy_half_text[punctuation] + half_diagram,38,40°,Cannot be determined,0,OK
run-1-llama,noisy_half_text[punctuation] + half_diagram,40,50°,50_deg,1,OK
run-1-llama,noisy_half_text[punctuation] + half_diagram,43,40°,30_deg,0,OK
run-1-llama,noisy_half_text[punctuation] + half_diagram,44,9m,30_units,0,OK
run-1-llama,noisy_half_text[punctuation] + half_diagram,45,70°,The provided triples do not contain the measure of angle AOB.,0,OK
run-1-llama,noisy_half_text[punctuation] + half_diagram,46,110°,70,0,OK
run-1-llama,noisy_half_text[punctuation] + half_diagram,48,130°,100 degrees,0,OK
run-1-llama,noisy_half_text[punctuation] + half_diagram,49,100°,115 degrees,0,OK
run-1-llama,noisy_half_text[punctuation] + half_diagram,50,140°,50_deg,0,OK
run-1-llama,noisy_half_text[punctuation] + half_diagram,53,55°,155,1,OK_AFTER_JSON_REPAIR
run-1-llama,noisy_half_text[punctuation] + half_diagram,55,55°,3,0,OK
run-1-llama,noisy_half_text[punctuation] + half_diagram,56,40°,20,0,OK
run-1-llama,noisy_half_text[punctuation] + half_diagram,57,20°,20_deg,1,OK
run-1-llama,noisy_half_text[punctuation] + half_diagram,58,55°,35,0,OK
run-1-llama,noisy_half_text[punctuation] + half_diagram,59,50°,80 degrees,0,OK
run-1-llama,noisy_half_text[punctuation] + half_diagram,60,45°,135°,0,OK
run-1-llama,noisy_half_text[punctuation] + half_diagram,64,40cm,160,0,OK
run-1-llama,noisy_half_text[punctuation] + half_diagram,72,8cm,16,0,OK
run-1-llama,noisy_half_text[punctuation] + half_diagram,73,140°,70,0,OK
run-1-llama,noisy_half_text[punctuation] + half_diagram,78,125°,90,0,OK
run-1-llama,noisy_half_text[punctuation] + half_diagram,79,16cm,32,0,OK
run-1-llama,noisy_half_text[punctuation] + half_diagram,81,25°,90 degrees,0,OK
run-1-llama,noisy_half_text[punctuation] + half_diagram,84,√{3},BC,0,OK
run-1-llama,noisy_half_text[punctuation] + half_diagram,86,2√{3},BC,0,OK
run-1-llama,noisy_half_text[punctuation] + half_diagram,88,128°,42 degrees,0,OK
run-1-llama,noisy_half_text[punctuation] + half_diagram,95,30°,90.0_deg,0,OK
run-1-llama,noisy_half_text[punctuation] + half_diagram,99,64°,26 degrees,0,OK
run-1-llama,noisy_half_text[punctuation] + half_diagram,108,8m,5,0,OK
run-1-llama,noisy_half_text[punctuation] + half_diagram,109,40°,90_deg,0,OK
run-1-llama,noisy_half_text[punctuation] + half_diagram,112,2.4,0.7,0,OK
run-1-llama,noisy_half_text[punctuation] + half_diagram,114,\frac{1}{2}cm^{2},1.0,0,OK
run-1-llama,noisy_half_text[punctuation] + half_diagram,115,4πcm,6,0,OK
run-1-llama,noisy_half_text[punctuation] + half_diagram,117,2√{2}cm,3 units,0,OK
run-1-llama,noisy_half_text[punctuation] + half_diagram,119,240cm^{2},120.0 cm^2,0,OK_AFTER_JSON_REPAIR
run-1-llama,noisy_half_text[punctuation] + half_diagram,120,9πcm^{2},3.125,0,OK_AFTER_JSON_REPAIR
run-1-llama,noisy_half_text[punctuation] + half_diagram,123,15π,15π,1,OK_AFTER_JSON_REPAIR
run-1-llama,noisy_half_text[punctuation] + half_diagram,128,4cm,6,0,OK
run-1-llama,noisy_half_text[punctuation] + half_diagram,132,10.2m,12.6,0,OK_AFTER_JSON_REPAIR
run-1-llama,noisy_half_text[punctuation] + half_diagram,133,120m,60.0_m,0,OK
run-1-llama,noisy_half_text[punctuation] + half_diagram,149,\frac{20}{3},8.0_units,0,OK_AFTER_JSON_REPAIR
run-1-llama,noisy_half_text[punctuation] + half_diagram,150,\frac{40}{7}m,7/3,0,OK
run-1-llama,noisy_half_text[punctuation] + half_diagram,151,5.1,5_units,0,OK
run-1-llama,noisy_half_text[punctuation] + half_diagram,152,4m,3.5,0,OK_AFTER_JSON_REPAIR
run-1-llama,noisy_half_text[punctuation] + half_diagram,153,1.5m,1.8 units,0,OK
run-1-llama,noisy_half_text[punctuation] + half_diagram,157,\frac{3}{5},3/5,0,OK_AFTER_JSON_REPAIR
run-1-llama,noisy_half_text[punctuation] + half_diagram,165,\frac{√{3}}{2},sin(B) = 1/2,0,OK
run-1-llama,noisy_half_text[punctuation] + half_diagram,198,60,30,0,OK
run-1-llama,noisy_half_text[punctuation] + half_diagram,207,157.1,125.6,0,OK
run-1-llama,noisy_half_text[punctuation] + half_diagram,210,15,12 + 5 = 17,0,OK
run-1-llama,noisy_half_text[punctuation] + half_diagram,211,38,38°,1,OK_AFTER_JSON_REPAIR
run-1-llama,noisy_half_text[punctuation] + half_diagram,223,\sqrt{7},X = 5,0,OK
run-1-llama,noisy_half_text[punctuation] + half_diagram,239,8,16 units,0,OK
run-1-llama,noisy_half_text[punctuation] + half_diagram,243,1591,73.8 miles,0,OK
run-1-llama,noisy_half_text[punctuation] + half_diagram,257,15,12 units,0,OK
run-1-llama,noisy_half_text[punctuation] + half_diagram,264,60,20,0,OK_AFTER_JSON_REPAIR
run-1-llama,noisy_half_text[punctuation] + half_diagram,281,0.38,0.92,0,OK_AFTER_JSON_REPAIR
run-1-llama,noisy_half_text[punctuation] + half_diagram,327,11.8,10.7,0,OK_AFTER_JSON_REPAIR
run-1-llama,noisy_half_text[punctuation] + half_diagram,348,285,286,0,OK_AFTER_JSON_REPAIR
run-1-llama,noisy_half_text[punctuation] + half_diagram,364,74.85,35.50,0,OK
run-1-llama,noisy_half_text[punctuation] + half_diagram,365,23.9,24.5,0,OK_AFTER_JSON_REPAIR
run-1-llama,noisy_half_text[punctuation] + half_diagram,420,8,6,0,OK
run-1-llama,noisy_half_text[punctuation] + half_diagram,432,8.246,5,0,OK_AFTER_JSON_REPAIR
run-1-llama,noisy_half_text[punctuation] + half_diagram,438,\frac{(x+3)^2}{25}-\frac{(y+3)^2}{25}=1,x^2/25 - y^2/25 = 1,0,OK_AFTER_JSON_REPAIR
run-1-llama,noisy_half_text[punctuation] + half_diagram,441,$\frac{4}{5}$,3/5,0,OK
run-1-llama,noisy_half_text[punctuation] + half_diagram,447,$\frac{20}{29}$,Cannot be determined,0,OK
run-1-llama,noisy_half_text[punctuation] + half_diagram,449,$\frac{1}{x}$,1,0,OK
run-1-llama,noisy_half_text[punctuation] + half_diagram,457,$(x-1)^{2}+(y-3)^{2}=36$,The equation of a circle is not explicitly defined by the provided triples.,0,OK
run-1-llama,noisy_half_text[punctuation] + half_diagram,472,"(0,0)","The center of the semicircle is (5, -5).",0,OK_AFTER_JSON_REPAIR
run-1-llama,noisy_half_text[sentence] + half_diagram,1,140°,60 degrees,0,OK
run-1-llama,noisy_half_text[sentence] + half_diagram,2,65°,50 degrees,0,OK
run-1-llama,noisy_half_text[sentence] + half_diagram,3,55°,70,0,OK
run-1-llama,noisy_half_text[sentence] + half_diagram,4,27°,36 degrees,0,OK
run-1-llama,noisy_half_text[sentence] + half_diagram,7,45°,35 degrees,0,OK
run-1-llama,noisy_half_text[sentence] + half_diagram,8,3cm,5.0_units,0,OK
run-1-llama,noisy_half_text[sentence] + half_diagram,9,6cm,Cannot be determined,0,OK
run-1-llama,noisy_half_text[sentence] + half_diagram,10,72°,36_deg,0,OK
run-1-llama,noisy_half_text[sentence] + half_diagram,11,84°,36 degrees,0,OK
run-1-llama,noisy_half_text[sentence] + half_diagram,14,55°,35 degrees,0,OK
run-1-llama,noisy_half_text[sentence] + half_diagram,16,25°,50 degrees,0,OK
run-1-llama,noisy_half_text[sentence] + half_diagram,17,65°,42_deg,0,OK
run-1-llama,noisy_half_text[sentence] + half_diagram,20,20°,140,0,OK
run-1-llama,noisy_half_text[sentence] + half_diagram,22,62°,28 degrees,0,OK
run-1-llama,noisy_half_text[sentence] + half_diagram,25,65°,50 degrees,0,OK
run-1-llama,noisy_half_text[sentence] + half_diagram,26,12,3.2m,0,OK
run-1-llama,noisy_half_text[sentence] + half_diagram,29,115°,50,0,OK
run-1-llama,noisy_half_text[sentence] + half_diagram,30,60°,30_deg,0,OK
run-1-llama,noisy_half_text[sentence] + half_diagram,32,76°,52_deg,0,OK
run-1-llama,noisy_half_text[sentence] + half_diagram,34,80°,100 degrees,0,OK
run-1-llama,noisy_half_text[sentence] + half_diagram,36,20°,50_deg,0,OK
run-1-llama,noisy_half_text[sentence] + half_diagram,37,25°,50 degrees,0,OK
run-1-llama,noisy_half_text[sentence] + half_diagram,38,40°,Cannot be determined,0,OK
run-1-llama,noisy_half_text[sentence] + half_diagram,40,50°,50_deg,1,OK
run-1-llama,noisy_half_text[sentence] + half_diagram,43,40°,30_deg,0,OK_AFTER_JSON_REPAIR
run-1-llama,noisy_half_text[sentence] + half_diagram,44,9m,30,0,OK
run-1-llama,noisy_half_text[sentence] + half_diagram,45,70°,35 degrees,0,OK
run-1-llama,noisy_half_text[sentence] + half_diagram,46,110°,70_deg,0,OK
run-1-llama,noisy_half_text[sentence] + half_diagram,48,130°,100 degrees,0,OK
run-1-llama,noisy_half_text[sentence] + half_diagram,49,100°,115 degrees,0,OK
run-1-llama,noisy_half_text[sentence] + half_diagram,50,140°,50 degrees,0,OK
run-1-llama,noisy_half_text[sentence] + half_diagram,53,55°,BFD,0,OK
run-1-llama,noisy_half_text[sentence] + half_diagram,55,55°,90,0,OK
run-1-llama,noisy_half_text[sentence] + half_diagram,56,40°,20 degrees,0,OK
run-1-llama,noisy_half_text[sentence] + half_diagram,57,20°,20 degrees,1,OK
run-1-llama,noisy_half_text[sentence] + half_diagram,58,55°,90.0_deg,0,OK
run-1-llama,noisy_half_text[sentence] + half_diagram,59,50°,80 degrees,0,OK
run-1-llama,noisy_half_text[sentence] + half_diagram,60,45°,135_deg,0,OK
run-1-llama,noisy_half_text[sentence] + half_diagram,64,40cm,200,0,OK
run-1-llama,noisy_half_text[sentence] + half_diagram,72,8cm,16,0,OK
run-1-llama,noisy_half_text[sentence] + half_diagram,73,140°,70 degrees,0,OK
run-1-llama,noisy_half_text[sentence] + half_diagram,78,125°,90,0,OK
run-1-llama,noisy_half_text[sentence] + half_diagram,79,16cm,32,0,OK
run-1-llama,noisy_half_text[sentence] + half_diagram,81,25°,90_deg,0,OK
run-1-llama,noisy_half_text[sentence] + half_diagram,84,√{3},BC,0,OK
run-1-llama,noisy_half_text[sentence] + half_diagram,86,2√{3},2,0,OK
run-1-llama,noisy_half_text[sentence] + half_diagram,88,128°,42,0,OK
run-1-llama,noisy_half_text[sentence] + half_diagram,95,30°,60_deg,0,OK
run-1-llama,noisy_half_text[sentence] + half_diagram,99,64°,90 degrees,0,OK_AFTER_JSON_REPAIR
run-1-llama,noisy_half_text[sentence] + half_diagram,108,8m,5 units,0,OK
run-1-llama,noisy_half_text[sentence] + half_diagram,109,40°,130 degrees,0,OK
run-1-llama,noisy_half_text[sentence] + half_diagram,112,2.4,2.5,0,OK
run-1-llama,noisy_half_text[sentence] + half_diagram,114,\frac{1}{2}cm^{2},0.785,0,OK_AFTER_JSON_REPAIR
run-1-llama,noisy_half_text[sentence] + half_diagram,115,4πcm,12,0,OK
run-1-llama,noisy_half_text[sentence] + half_diagram,117,2√{2}cm,3 units,0,OK
run-1-llama,noisy_half_text[sentence] + half_diagram,119,240cm^{2},24.0 square cm,0,OK
run-1-llama,noisy_half_text[sentence] + half_diagram,120,9πcm^{2},5.0,0,OK
run-1-llama,noisy_half_text[sentence] + half_diagram,123,15π,15π,1,OK_AFTER_JSON_REPAIR
run-1-llama,noisy_half_text[sentence] + half_diagram,128,4cm,12,0,OK_AFTER_JSON_REPAIR
run-1-llama,noisy_half_text[sentence] + half_diagram,132,10.2m,3.2 units,0,OK_AFTER_JSON_REPAIR
run-1-llama,noisy_half_text[sentence] + half_diagram,133,120m,80.0_m,0,OK
run-1-llama,noisy_half_text[sentence] + half_diagram,149,\frac{20}{3},10.0_units,0,OK
run-1-llama,noisy_half_text[sentence] + half_diagram,150,\frac{40}{7}m,7/3,0,OK
run-1-llama,noisy_half_text[sentence] + half_diagram,151,5.1,20 units,0,OK
run-1-llama,noisy_half_text[sentence] + half_diagram,152,4m,3.0,0,OK_AFTER_JSON_REPAIR
run-1-llama,noisy_half_text[sentence] + half_diagram,153,1.5m,1.8 units,0,OK
run-1-llama,noisy_half_text[sentence] + half_diagram,157,\frac{3}{5},4/5,0,OK
run-1-llama,noisy_half_text[sentence] + half_diagram,165,\frac{√{3}}{2},1,0,OK
run-1-llama,noisy_half_text[sentence] + half_diagram,198,60,60,1,OK_AFTER_JSON_REPAIR
run-1-llama,noisy_half_text[sentence] + half_diagram,207,157.1,157.1,1,OK
run-1-llama,noisy_half_text[sentence] + half_diagram,210,15,16,0,OK
run-1-llama,noisy_half_text[sentence] + half_diagram,211,38,83°,0,OK
run-1-llama,noisy_half_text[sentence] + half_diagram,223,\sqrt{7},4,0,OK_AFTER_JSON_REPAIR
run-1-llama,noisy_half_text[sentence] + half_diagram,239,8,4,0,OK
run-1-llama,noisy_half_text[sentence] + half_diagram,243,1591,150x + 91 miles,0,OK
run-1-llama,noisy_half_text[sentence] + half_diagram,257,15,16,0,OK
run-1-llama,noisy_half_text[sentence] + half_diagram,264,60,60,1,OK
run-1-llama,noisy_half_text[sentence] + half_diagram,281,0.38,0.38,1,OK_AFTER_JSON_REPAIR
run-1-llama,noisy_half_text[sentence] + half_diagram,327,11.8,10.7,0,OK_AFTER_JSON_REPAIR
run-1-llama,noisy_half_text[sentence] + half_diagram,348,285,286,0,OK_AFTER_JSON_REPAIR
run-1-llama,noisy_half_text[sentence] + half_diagram,364,74.85,65.9,0,OK
run-1-llama,noisy_half_text[sentence] + half_diagram,365,23.9,48.0,0,OK
run-1-llama,noisy_half_text[sentence] + half_diagram,420,8,Cannot be determined,0,OK
run-1-llama,noisy_half_text[sentence] + half_diagram,432,8.246,5,0,OK_AFTER_JSON_REPAIR
run-1-llama,noisy_half_text[sentence] + half_diagram,438,\frac{(x+3)^2}{25}-\frac{(y+3)^2}{25}=1,(x-2)^2 - 20(y+3)^2 = 1,0,OK_AFTER_JSON_REPAIR
run-1-llama,noisy_half_text[sentence] + half_diagram,441,$\frac{4}{5}$,3/5,0,OK
run-1-llama,noisy_half_text[sentence] + half_diagram,447,$\frac{20}{29}$,unknown,0,OK
run-1-llama,noisy_half_text[sentence] + half_diagram,449,$\frac{1}{x}$,1,0,OK
run-1-llama,noisy_half_text[sentence] + half_diagram,457,$(x-1)^{2}+(y-3)^{2}=36$,The equation of the circle is not determinable from the provided triples.,0,OK
run-1-llama,noisy_half_text[sentence] + half_diagram,472,"(0,0)",B,0,OK_AFTER_JSON_REPAIR
run-1-llama,noisy_half_text[typo] + half_diagram,1,140°,60 degrees,0,OK_AFTER_JSON_REPAIR
run-1-llama,noisy_half_text[typo] + half_diagram,2,65°,50 degrees,0,OK
run-1-llama,noisy_half_text[typo] + half_diagram,3,55°,70,0,OK
run-1-llama,noisy_half_text[typo] + half_diagram,4,27°,36_deg,0,OK
run-1-llama,noisy_half_text[typo] + half_diagram,7,45°,35 degrees,0,OK
run-1-llama,noisy_half_text[typo] + half_diagram,8,3cm,5.0_units,0,OK
run-1-llama,noisy_half_text[typo] + half_diagram,9,6cm,6.0 + 6.0 + 6.0,0,OK_AFTER_JSON_REPAIR
run-1-llama,noisy_half_text[typo] + half_diagram,10,72°,90_deg,0,OK
run-1-llama,noisy_half_text[typo] + half_diagram,11,84°,36 degrees,0,OK
run-1-llama,noisy_half_text[typo] + half_diagram,14,55°,35_deg,0,OK
run-1-llama,noisy_half_text[typo] + half_diagram,16,25°,50,0,OK
run-1-llama,noisy_half_text[typo] + half_diagram,17,65°,65_deg,1,OK_AFTER_JSON_REPAIR
run-1-llama,noisy_half_text[typo] + half_diagram,20,20°,40,0,OK_AFTER_JSON_REPAIR
run-1-llama,noisy_half_text[typo] + half_diagram,22,62°,28°,0,OK
run-1-llama,noisy_half_text[typo] + half_diagram,25,65°,50 degrees,0,OK
run-1-llama,noisy_half_text[typo] + half_diagram,26,12,3.2m,0,OK
run-1-llama,noisy_half_text[typo] + half_diagram,29,115°,50 degrees,0,OK
run-1-llama,noisy_half_text[typo] + half_diagram,30,60°,30_deg,0,OK
run-1-llama,noisy_half_text[typo] + half_diagram,32,76°,52 degrees,0,OK
run-1-llama,noisy_half_text[typo] + half_diagram,34,80°,100 degrees,0,OK
run-1-llama,noisy_half_text[typo] + half_diagram,36,20°,50 degrees,0,OK
run-1-llama,noisy_half_text[typo] + half_diagram,37,25°,50_deg,0,OK
run-1-llama,noisy_half_text[typo] + half_diagram,38,40°,Cannot be determined.,0,OK
run-1-llama,noisy_half_text[typo] + half_diagram,40,50°,50 degrees,1,OK
run-1-llama,noisy_half_text[typo] + half_diagram,43,40°,30_deg,0,OK
run-1-llama,noisy_half_text[typo] + half_diagram,44,9m,1.5,0,OK
run-1-llama,noisy_half_text[typo] + half_diagram,45,70°,35 degrees,0,OK
run-1-llama,noisy_half_text[typo] + half_diagram,46,110°,70_deg,0,OK
run-1-llama,noisy_half_text[typo] + half_diagram,48,130°,30,0,OK
run-1-llama,noisy_half_text[typo] + half_diagram,49,100°,115,0,OK
run-1-llama,noisy_half_text[typo] + half_diagram,50,140°,50 degrees,0,OK
run-1-llama,noisy_half_text[typo] + half_diagram,53,55°,P,0,OK
run-1-llama,noisy_half_text[typo] + half_diagram,55,55°,90,0,OK
run-1-llama,noisy_half_text[typo] + half_diagram,56,40°,20 degrees,0,OK
run-1-llama,noisy_half_text[typo] + half_diagram,57,20°,20 degrees,1,OK
run-1-llama,noisy_half_text[typo] + half_diagram,58,55°,90,0,OK
run-1-llama,noisy_half_text[typo] + half_diagram,59,50°,80_deg,0,OK
run-1-llama,noisy_half_text[typo] + half_diagram,60,45°,135_deg,0,OK
run-1-llama,noisy_half_text[typo] + half_diagram,64,40cm,200,0,OK
run-1-llama,noisy_half_text[typo] + half_diagram,72,8cm,16,0,OK
run-1-llama,noisy_half_text[typo] + half_diagram,73,140°,70 degrees,0,OK
run-1-llama,noisy_half_text[typo] + half_diagram,78,125°,90,0,OK
run-1-llama,noisy_half_text[typo] + half_diagram,79,16cm,32,0,OK_AFTER_JSON_REPAIR
run-1-llama,noisy_half_text[typo] + half_diagram,81,25°,90 degrees,0,OK
run-1-llama,noisy_half_text[typo] + half_diagram,84,√{3},BC,0,OK
run-1-llama,noisy_half_text[typo] + half_diagram,86,2√{3},2,0,OK
run-1-llama,noisy_half_text[typo] + half_diagram,88,128°,42_deg,0,OK
run-1-llama,noisy_half_text[typo] + half_diagram,95,30°,90_deg,0,OK
run-1-llama,noisy_half_text[typo] + half_diagram,99,64°,26 degrees,0,OK
run-1-llama,noisy_half_text[typo] + half_diagram,108,8m,5 units,0,OK
run-1-llama,noisy_half_text[typo] + half_diagram,109,40°,130,0,OK
run-1-llama,noisy_half_text[typo] + half_diagram,112,2.4,2.4_units,1,OK_AFTER_JSON_REPAIR
run-1-llama,noisy_half_text[typo] + half_diagram,114,\frac{1}{2}cm^{2},1.0,0,OK
run-1-llama,noisy_half_text[typo] + half_diagram,115,4πcm,18 + 4 * pi,0,OK_AFTER_JSON_REPAIR
run-1-llama,noisy_half_text[typo] + half_diagram,117,2√{2}cm,unknown,0,OK
run-1-llama,noisy_half_text[typo] + half_diagram,119,240cm^{2},Unknown,0,OK
run-1-llama,noisy_half_text[typo] + half_diagram,120,9πcm^{2},9.42,0,OK_AFTER_JSON_REPAIR
run-1-llama,noisy_half_text[typo] + half_diagram,123,15π,15π,1,OK_AFTER_JSON_REPAIR
run-1-llama,noisy_half_text[typo] + half_diagram,128,4cm,12,0,OK_AFTER_JSON_REPAIR
run-1-llama,noisy_half_text[typo] + half_diagram,132,10.2m,2.6 units,0,OK_AFTER_JSON_REPAIR
run-1-llama,noisy_half_text[typo] + half_diagram,133,120m,80.0_m,0,OK
run-1-llama,noisy_half_text[typo] + half_diagram,149,\frac{20}{3},6.71,0,OK_AFTER_JSON_REPAIR
run-1-llama,noisy_half_text[typo] + half_diagram,150,\frac{40}{7}m,7/3,0,OK
run-1-llama,noisy_half_text[typo] + half_diagram,151,5.1,20 units,0,OK
run-1-llama,noisy_half_text[typo] + half_diagram,152,4m,3.5 units,0,OK_AFTER_JSON_REPAIR
run-1-llama,noisy_half_text[typo] + half_diagram,153,1.5m,2.8 units,0,OK
run-1-llama,noisy_half_text[typo] + half_diagram,157,\frac{3}{5},0.8,0,OK_AFTER_JSON_REPAIR
run-1-llama,noisy_half_text[typo] + half_diagram,165,\frac{√{3}}{2},1/2,0,OK
run-1-llama,noisy_half_text[typo] + half_diagram,198,60,0,0,OK
run-1-llama,noisy_half_text[typo] + half_diagram,207,157.1,628.3,0,OK
run-1-llama,noisy_half_text[typo] + half_diagram,210,15,16,0,OK
run-1-llama,noisy_half_text[typo] + half_diagram,211,38,38°,1,OK
run-1-llama,noisy_half_text[typo] + half_diagram,223,\sqrt{7},3√2,0,OK
run-1-llama,noisy_half_text[typo] + half_diagram,239,8,4,0,OK
run-1-llama,noisy_half_text[typo] + half_diagram,243,1591,110x + 53 = 150x + 91,0,OK
run-1-llama,noisy_half_text[typo] + half_diagram,257,15,15,1,OK_AFTER_JSON_REPAIR
run-1-llama,noisy_half_text[typo] + half_diagram,264,60,20 degrees,0,OK
run-1-llama,noisy_half_text[typo] + half_diagram,281,0.38,0.19,0,OK
run-1-llama,noisy_half_text[typo] + half_diagram,327,11.8,10.7,0,OK
